rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
34,1975,An autoradiographic study of the projections from the lateral geniculate body of the rat.,"C. Ribak, A. Peters",Brain Research,1975-07-18,415,6,138.75,General Brain Science and Reviews,non-human,The projections from the lateral geniculate body of the rat were followed using the technique of autoradiography after injections of [3H] proline into the dorsal and/or ventral nuclei of this diencephalic structure.,high citation signal (415); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(75)90322-4,bcab2d9dd1ebb293e75ee0bfe52d6ebc6844290b,https://doi.org/10.1016/0006-8993(75)90322-4,https://escholarship.org/content/qt2437r40d/qt2437r40d.pdf?t=q0wng3,,JournalArticle,unknown,brain; cerebral; cortex; cortical; neuroscience term,"The projections from the lateral geniculate body of the rat were followed using the technique of autoradiography after injections of [3H] proline into the dorsal and/or ventral nuclei of this diencephalic structure. Autoradiographs were prepared from either frozen or paraffin coronal sections through the rat brain. The dorsal nucleus of the lateral geniculate projected via the optic radiation to area 17 of the cerebral cortex. There was also a slight extension of label into the zones of transition between areas 17, 18 and 18a. The distribution of silver grains in the various layers of the cerebral cortex was analyzed quantitatively and showed a major peak of labeling in layer IV with minor peaks in outer layer I and the upper half and lowest part of layer VI. The significance of these peaks is discussed in respect to the distribution of geniculocortical terminals in other mammalian species. The ventral nucleus of the lateral geniculate body had 5 major projections to brain stem structures both ipsilateral and contralateral to the injected nucleus. There were two dorsomedial projections: (1) a projection to the superior colliculus which terminated mainly in the medial third of the stratum opticum, and (2) a large projection via the superior thalamic radiation which terminated in the ipsilateral pretectal area; a continuation of this projection passed through the posterior commissure to attain the contralateral pretectal area. The three ventromedial projections involved: (1) a geniculopontine tract which coursed through the basis pedunculi and the lateral lemniscus to terminate in the dorsomedial and dorsolateral parts of the pons after giving terminals to the lateral terminal nucleus of the accessory optic tract, (2) a projection via Meynert's commissure to the suprachiasmatic nuclei of both sides of the brain stem as well as to the contralateral ventral lateral geniculate nucleus and lateral terminal nucleus of the accessory optic tract, and (3) a medial projection to the ipsilateral zona incerta. The results obtained in these experiments are contrasted with other data on the rat's central visual connections to illustrate the importance of these connections in many subcortical visual functions."
35,1975,Brain peroxidase and catalase in Parkinson disease.,"Ambani Lm, Van Woert Mh, S. Murphy",Archives of Neurology,1975-02-01,411,3,128.38,Clinical Neurology and Neurodegeneration,,Positions Brain peroxidase and catalase in Parkinson disease. within Clinical Neurology and Neurodegeneration.,high citation signal (411); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEUR.1975.00490440064010,be4cfa7e4489495a084b6ebcc095df15ccd0d424,https://doi.org/10.1001/ARCHNEUR.1975.00490440064010,,,JournalArticle; Study,unknown,brain; brain in title,
36,1975,Progressive dendritic changes in aging human cortex.,"M. Scheibel, R. Lindsay, U. Tomiyasu, A. Scheibel",Experimental Neurology,1975-06-01,387,6,128.5,Clinical Neurology and Neurodegeneration,human,Positions Progressive dendritic changes in aging human cortex. within Clinical Neurology and Neurodegeneration.,high citation signal (387); recognized venue; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0014-4886(75)90072-2,2b5803d1ffd9800c97b492f3c2b3aa706d8e33dc,https://doi.org/10.1016/0014-4886(75)90072-2,,,JournalArticle,unknown,cortex; neuroscience term,
37,1975,An endogenous morphine-like factor in mammalian brain.,"G. Pasternak, Robert R. Goodman, S. Snyder",Life Science,1975-06-15,380,1,126.97,General Brain Science and Reviews,,Positions An endogenous morphine-like factor in mammalian brain. within General Brain Science and Reviews.,high citation signal (380); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0024-3205(75)90270-2,713c66b716ea3ff6fce2441b294331def40a3ffd,https://doi.org/10.1016/0024-3205(75)90270-2,,,JournalArticle,unknown,brain; brain in title,
38,1975,The ontogeny of brain lateralization for speech and nonspeech stimuli.,"D. Molfese, R. B. Freeman, D. Palermo",Brain and Language,1975,380,3,126.97,General Brain Science and Reviews,,Positions The ontogeny of brain lateralization for speech and nonspeech stimuli. within General Brain Science and Reviews.,high citation signal (380); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0093-934X(75)80076-9,996f7a8b23fe068a044d35d0e14748784f6b298e,https://doi.org/10.1016/S0093-934X(75)80076-9,,,JournalArticle,unknown,brain; brain in title,
39,1975,Autoradiographic localization of the opiate receptor in rat brain,"C. Pert, M. Kuhar, S. Snyder",Unknown venue,1975-06-15,376,1,115.98,General Brain Science and Reviews,non-human,Positions Autoradiographic localization of the opiate receptor in rat brain within General Brain Science and Reviews.,high citation signal (376),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0024-3205(75)90289-1,a95aa5cf4b10807c64610c49e82bbe9286c7cd63,https://doi.org/10.1016/0024-3205(75)90289-1,,,paper,unknown,brain; brain in title,
40,1975,Visual perception of line direction in patients with unilateral brain disease,"A. Benton, H. Hannay, N. R. Varney",Neurology,1975-10-01,376,15,127.98,Clinical Neurology and Neurodegeneration,human,Positions Visual perception of line direction in patients with unilateral brain disease within Clinical Neurology and Neurodegeneration.,high citation signal (376); recognized venue; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1212/WNL.25.10.907,b1d58924aac25c7d1fed8f6092b4cd46aaf72cba,https://doi.org/10.1212/WNL.25.10.907,,,JournalArticle,unknown,brain; brain in title,
41,1975,A new selective inhibitor for uptake of serotonin into synaptosomes of rat brain: 3-(p-trifluoromethylphenoxy). N-methyl-3-phenylpropylamine.,"D. Wong, F. Bymaster, J. Horng, B. Molloy",Journal of Pharmacology and Experimental Therapeutics,1975-06-01,373,4,115.84,Neuroimaging and Brain Mapping,non-human,"3-(p-Trifluoromethylphenoxy)-N-methyl-3-phenylpropylamine (Lilly 110140) competitively inhibited the uptake of serotonin (5-HT), norepinephrine (NE) and dopamine into synaptosomes of rat brain with Ki values of 5.5 x 10-minus8, 9.5 x 10-minus6 and 1.3 x 10-minus5 M, respectively.",high citation signal (373),"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)30202-8,4ffdd6cf47769eb69b8101c0f8978432839586fb,https://doi.org/10.1016/s0022-3565(25)30202-8,,,JournalArticle,unknown,brain; brain in title,"3-(p-Trifluoromethylphenoxy)-N-methyl-3-phenylpropylamine (Lilly 110140) competitively inhibited the uptake of serotonin (5-HT), norepinephrine (NE) and dopamine into synaptosomes of rat brain with Ki values of 5.5 x 10-minus8, 9.5 x 10-minus6 and 1.3 x 10-minus5 M, respectively. Aiming for a more effective inhibitor of 5-HT uptake, we found the trifluoromethyl group in the phenoxy ring was most favorable at the para-position and was better than other substituting groups including fluoro, chloro, methyl and methoxy groups. The N-demethylated (primary amine) and the N.N-diemthylated (tertiary amine) derivatives inhibited the uptake of monoamines with the same effectiveness as Lilly 110140 (a secondary amine). The uptake of 5-HT into synaptosomes was significantly inhibited 15 minutes after an intraperitoneal administration of Lilly 110140. The inhibition persisted for a 24-hour period. NE uptake in vitro maintained a normal rate during the entire time course. Lilly 110140 likewise had no effect on the in vitro and in vivo accumulation of 3-H-tryptophan in the brain. The effect of Lilly 110140 and the tricyclic drug, chlorimipramine, was compared. Although chlorimipramine inhibited the uptake of 5-HT into synaptosomes with same effectiveness as Lilly 110140 in vitro, it reduced the uptake of both 5-HT and NE in vivo. Chlorimipramine exerted its greatest inhibition on the two uptake processes in the 1st hour and none by the 4th hour. Unlike the tricyclic drugs, imipramine, chlorimipramine, desipramine and chlordesipramine, Lilly 110140 and its primary amine derivative did not block the in vivo uptake of NE into rat heart. The present study suggests that Lilly 110140 is a potent and selective inhibitor for uptake of 5-HT into synaptosomes of rat brain."
42,1975,Memory complaint and impairment in the aged. The effect of depression and altered brain function.,"R. Kahn, S. Zarit, Nancy M. Hilbert, G. Niederehe",Archives of General Psychiatry,1975-12-01,370,3,114.49,Cognitive and Systems Neuroscience,,Positions Memory complaint and impairment in the aged. The effect of depression and altered brain function. within Cognitive and Systems Neuroscience.,high citation signal (370),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHPSYC.1975.01760300107009,73d19a80c5fd373b755c18ea707d100425d84e9e,https://doi.org/10.1001/ARCHPSYC.1975.01760300107009,,,JournalArticle; Study,unknown,brain; brain in title,
43,1975,"Allometry in primates, with emphasis on scaling and the evolution of the brain.",S. Gould,Contributions to primatology,1975,369,20,115.64,General Brain Science and Reviews,non-human,"Positions Allometry in primates, with emphasis on scaling and the evolution of the brain. within General Brain Science and Reviews.",high citation signal (369),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,1ac2e72534fa8db465b63dac20afa4de976b044a,https://www.semanticscholar.org/paper/1ac2e72534fa8db465b63dac20afa4de976b044a,,,Review; JournalArticle; Study,unknown,brain; brain in title,
44,1975,PURIFICATION OF TUBULIN AND ASSOCIATED HIGH MOLECULAR WEIGHT PROTEINS FROM PORCINE BRAIN AND CHARACTERIZATION OF MICROTUBULE ASSEMBLY IN VITRO *,"G. Borisy, J. Marcum, J. B. Olmsted, D. Murphy, K. Johnson",Annals of the New York Academy of Sciences,1975-06-01,365,6,126.25,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions PURIFICATION OF TUBULIN AND ASSOCIATED HIGH MOLECULAR WEIGHT PROTEINS FROM PORCINE BRAIN AND CHARACTERIZATION OF MICROTUBULE ASSEMBLY IN VITRO * within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (365); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1749-6632.1975.tb19196.x,f4cad6e992f2ec0c482e3550937304cc86b3b289,https://doi.org/10.1111/j.1749-6632.1975.tb19196.x,,,JournalArticle; Review,unknown,brain; brain in title,
45,1975,Brain amines and models of experimental hypertension.,John Chalmers,Circulation Research,1975-04-01,353,3,116.65,Computational Neuroscience and AI,,Positions Brain amines and models of experimental hypertension. within Computational Neuroscience and AI.,high citation signal (353); open-access PDF metadata,"Predictive performance does not necessarily identify causal neural mechanisms.; Models can inherit dataset bias, preprocessing artifacts, and task constraints.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1161/01.RES.36.4.469,e5770c11f00ac1b4318475e893b665b16c38e9d5,https://doi.org/10.1161/01.RES.36.4.469,https://www.ahajournals.org/doi/pdf/10.1161/01.RES.36.4.469,,JournalArticle,unknown,brain; brain in title,
46,1975,Intrathecal chemotherapy: brain tissue profiles after ventriculocisternal perfusion.,"R. Blasberg, C. Patlak, J. Fenstermacher",Journal of Pharmacology and Experimental Therapeutics,1975-10-01,344,8,114.38,General Brain Science and Reviews,non-human,Ventriculocisternal perfusions with five isotopically labeled drugs were performed in the rhesus monkey and the resultant tissue diffusion concentration profiles in caudate nucleus were analyzed.,high citation signal (344),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)30311-3,b728a97ea3b391ac25448b7b38ec7db262447850,https://doi.org/10.1016/s0022-3565(25)30311-3,,,JournalArticle,unknown,brain; brain in title,"Ventriculocisternal perfusions with five isotopically labeled drugs were performed in the rhesus monkey and the resultant tissue diffusion concentration profiles in caudate nucleus were analyzed. The periventricular distribution space with respect to perfusate concentration was measured and expressed as microliters per 100 mg wet weight: hydroxyurea = 56; methotrexate = 27; thiotepa = 28; 1,3-bis(2-chloroethyl)-1-nitrosourea (BCNU) = 64 and cytosine arabinoside greater than 170. The apparent diffusion constants in caudate nucleus were determined for hydroxyurea and methotrexate (2.0 and 1.2 X 10(-6) cm2/sec, respectively); capillary permeability expressed as an extracellular space-transcapillary exchange half-time was estimated to be greater than 2 hours for both compounds. The extracellular fluid-transcapillary half-time was measured for thiotepa and BCNU (1.0 and 0.8 minute, respectively). Cytosine arabinoside continued to be concentrated by periventricular caudate nucleus during the course of perfusion; perfusate clearance measurements suggest a low capillary permeability. The apparent parenchymal diffusion constant and the capillary permeability of a drug in brain are discussed and are considered useful parameters for predicting drug levels after intrathecal administration."
47,1975,The brain and intelligence.,R. Passingham,"Brain, Behavior and Evolution",1975,342,22,125.08,Cognitive and Systems Neuroscience,,Positions The brain and intelligence. within Cognitive and Systems Neuroscience.,high citation signal (342); recognized venue,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1159/000123620,88ed4f6e74d0c885b28f1c220d67c5812c8670ee,https://doi.org/10.1159/000123620,,,JournalArticle; Study,unknown,brain; brain in title,
48,1975,Brain acetylcholine: increase after systemic choline administration.,"Edith L. Cohen, R. J. Wurtman",Life Science,1975-04-01,341,3,126.23,General Brain Science and Reviews,non-human,Positions Brain acetylcholine: increase after systemic choline administration. within General Brain Science and Reviews.,high citation signal (341); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0024-3205(75)90194-0,ae47800cbdc48703f87373a91bae5b6b8da45d17,https://doi.org/10.1016/0024-3205(75)90194-0,,,JournalArticle,unknown,brain; brain in title,
49,1975,Effect of gonadal steroids on activities of monoamine oxidase and choline acetylase in rat brain.,"V. Luine, Rada I. Khylchevskaya, Bruce S. McEwen",Brain Research,1975-03-21,334,3,125.85,General Brain Science and Reviews,non-human,Positions Effect of gonadal steroids on activities of monoamine oxidase and choline acetylase in rat brain. within General Brain Science and Reviews.,high citation signal (334); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(75)90704-0,bbe4f8991f23fa436d271c664322360da1b16d89,https://doi.org/10.1016/0006-8993(75)90704-0,,,JournalArticle,unknown,brain; brain in title,
50,1975,CARBOHYDRATE AND ENERGY METABOLISM IN PERINATAL RAT BRAIN: RELATION TO SURVIVAL IN ANOXIA,"T. Duffy, S. Kohle, R. Vannucci",Journal of Neurochemistry,1975-02-01,318,6,112.97,"Cerebrovascular, Metabolism, and Brain Injury",non-human,"Positions CARBOHYDRATE AND ENERGY METABOLISM IN PERINATAL RAT BRAIN: RELATION TO SURVIVAL IN ANOXIA within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (318),"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1975.tb11875.x,1ce8db65e764e890b22cbfc01b0fd0db0b51e706,https://doi.org/10.1111/j.1471-4159.1975.tb11875.x,,,JournalArticle,unknown,brain; brain in title,
51,1975,The validity of criteria for the evaluation of cerebral atrophy by computed tomography.,"M. Huckman, J. Fox, J. Topel",Radiology,1975-07-01,318,5,105.77,General Brain Science and Reviews,,Positions The validity of criteria for the evaluation of cerebral atrophy by computed tomography. within General Brain Science and Reviews.,high citation signal (318),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1148/116.1.85,0361a00cd3592e9df4da16cd69e8842ef34cb924,https://doi.org/10.1148/116.1.85,,,JournalArticle; Study,unknown,cerebral,
52,1975,Kinetic analysis of blood-brain barrier transport of amino acids.,"W. Pardridge, William H. Oldendorf, William H. Oldendorf",Biochimica et Biophysica Acta,1975-08-05,316,7,111.66,General Brain Science and Reviews,,Positions Kinetic analysis of blood-brain barrier transport of amino acids. within General Brain Science and Reviews.,high citation signal (316),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0005-2736(75)90347-8,437440ac188d65f7ccf921fe67f1abd5cd66e105,https://doi.org/10.1016/0005-2736(75)90347-8,,,JournalArticle,unknown,brain; brain in title,
53,1975,"INHIBITION OF GABA UPTAKE IN RAT BRAIN SLICES BY NIPECOTIC ACID, VARIOUS ISOXAZOLES AND RELATED COMPOUNDS","P. Krogsgaard-Larsen, G. Johnston",Journal of Neurochemistry,1975-12-01,313,4,112.69,General Brain Science and Reviews,non-human,"Positions INHIBITION OF GABA UPTAKE IN RAT BRAIN SLICES BY NIPECOTIC ACID, VARIOUS ISOXAZOLES AND RELATED COMPOUNDS within General Brain Science and Reviews.",high citation signal (313),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1975.tb04410.x,a72eef23b27863830202216c7afa08adc969e1a4,https://doi.org/10.1111/j.1471-4159.1975.tb04410.x,,,JournalArticle,unknown,brain; brain in title,
54,1975,"Isolation of metabolically active capillaries from rat brain 1, 2","G. Goldstein, J. Wolinsky, J. Csejtey, I. Diamond",Journal of Neurochemistry,1975-11-01,313,1,112.69,General Brain Science and Reviews,non-human,"Positions Isolation of metabolically active capillaries from rat brain 1, 2 within General Brain Science and Reviews.",high citation signal (313),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1975.tb04395.x,9ea31cfe7383d3a2064b0d22c6f077d66b6ad5ca,https://doi.org/10.1111/j.1471-4159.1975.tb04395.x,,,JournalArticle,unknown,brain; brain in title,
55,1975,"Hippocampo-hypothalamic connections: origin in subicular cortex, not ammon's horn.","L. Swanson, W. Cowan",Science,1975-07-25,309,3,123.26,General Brain Science and Reviews,,"Positions Hippocampo-hypothalamic connections: origin in subicular cortex, not ammon's horn. within General Brain Science and Reviews.",high citation signal (309); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.49928,461d6aeeeb484d3ed6f7d37a81d7fc72acdcc8aa,https://doi.org/10.1126/SCIENCE.49928,,,JournalArticle,unknown,cortex; neuroscience term,
56,1975,Protein activator of cyclic 3':5'-nucleotide phosphodiesterase of bovine or rat brain also activates its adenylate cyclase.,"W. Y. Cheung, W. Y. Cheung, L. S. Bradham, T. J. Lynch, Ying Ming Lin, E. Tallant",Biochemical and Biophysical Research Communications - BBRC,1975-10-06,305,2,112.22,General Brain Science and Reviews,non-human,Positions Protein activator of cyclic 3':5'-nucleotide phosphodiesterase of bovine or rat brain also activates its adenylate cyclase. within General Brain Science and Reviews.,high citation signal (305),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-291X(75)90747-0,f66fa7787c679f78893168f4f71d556bffc7bb3f,https://doi.org/10.1016/0006-291X(75)90747-0,,,JournalArticle,unknown,brain; brain in title,
57,1975,"5,7-Dihydroxytryptamine: improvement of its selectivity for serotonin neurons in the CNS by pretreatment with desipramine","A. Bjömorklnd, H. Baumgarten, A. Rensch",Journal of Neurochemistry,1975-04-01,304,0,110.97,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions 5,7-Dihydroxytryptamine: improvement of its selectivity for serotonin neurons in the CNS by pretreatment with desipramine within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (304),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1975.tb03878.x,ce792bcaa6d9ab5806af32f85ea7467308517f5d,https://doi.org/10.1111/j.1471-4159.1975.tb03878.x,,,JournalArticle,unknown,neuron; neuroscience term,
58,1975,Minimal Brain Dysfunction,"Ann E. Rueckl, M. Gross, W. C. Wilson",Unknown venue,1975-08-01,290,1,110.12,General Brain Science and Reviews,,Positions Minimal Brain Dysfunction within General Brain Science and Reviews.,high citation signal (290),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.2307/3423638,f3cd7a249b06f5438268efc649267e07d1727979,https://doi.org/10.2307/3423638,,,paper,unknown,brain; brain in title,
59,1975,Effects of thyrotropin-releasing hormone (TRH) on the actions of pentobarbital and other centrally acting drugs.,"G. Breese, J. Cott, B. Cooper, A. Prange, M. Lipton, N. Plotnikoff",Journal of Pharmacology and Experimental Therapeutics,1975-04-01,289,2,106.46,"EEG, MEG, and Electrophysiology",EEG;non-human,Thyrotropin-releasing hormone (TRH) was found to antagonize pentobarbital-induced sleeping time and hypothermia.,high citation signal (289),"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)30117-5,75d7a123f45ae168e0809f7071e3a8b402c32808,https://doi.org/10.1016/s0022-3565(25)30117-5,,,JournalArticle,unknown,brain,"Thyrotropin-releasing hormone (TRH) was found to antagonize pentobarbital-induced sleeping time and hypothermia. While 3 to 100 mg/kg of TRH reduced pentobarbital sleeping time when administered prior to the barbiturate, a dose-response relationship to TRH could not be established. However, doses of 10 to 100 mg/kg of TRH enhanced the lethality of pentobarbital when these compounds were administered simultaneously. Thyrotropin or L-triiodothyronine did not imitate and hypophysectomy did not reduce the effects of TRH, indicating that the pituitary is not essential for its antagonism of pentobarbital. Studies of TRH analogs provided further support of this view. In addition, TRH reduced the sleep and hypothermia produced by thiopental, amobarbital, secobarbital and phenobarbital, and it antagonized the hypothermia and reduced motor activity produced by chloral hydrate, reserpine, chlorpromazine and diazepam. Intracisternally administered TRH also reduced pentobarbital sleeping time and hypothermia, but melanocyte-stimulating hormone release-inhibiting factor and somatostatin administered by this route did not. While reduction of pentobarbital sleeping time by TRH could not be attributed to an affect on monoamine systems or to deamidated TRH, this action was reduced by intracisternally administered atropine, suggesting that cholinergic mechanisms may contribute to the effects of TRH. Thus, the results provide evidence that TRH acts on brain independent of an effect on the pituitary."
60,1975,Effects of Chronic Exposure to Stressors on Avoidance-Escape Behavior and on Brain Norepinephrine*,"J. Weiss, H. Glazer, L. Pohorecky, J. Brick, N. Miller",Psychosomatic Medicine,1975-11-01,285,2,109.81,Cognitive and Systems Neuroscience,,Positions Effects of Chronic Exposure to Stressors on Avoidance-Escape Behavior and on Brain Norepinephrine* within Cognitive and Systems Neuroscience.,high citation signal (285),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00006842-197511000-00006,439321d988160a022088ff1d810ee8869b031352,https://doi.org/10.1097/00006842-197511000-00006,,,JournalArticle,unknown,brain; brain in title,
61,1975,Selective uptake of [3H]β-alanine by glia: Association with the glial uptake system for GABA,"F. Schon, J. Kelly",Unknown venue,1975-03-21,285,3,103.81,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Selective uptake of [3H]β-alanine by glia: Association with the glial uptake system for GABA within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (285),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0006-8993(75)90700-3,d6e06d080a3a489c18c323f8ab6923db4dd7f608,https://doi.org/10.1016/0006-8993(75)90700-3,,,paper,unknown,glia,
62,1975,Organization and development of brain stem auditory nuclei of the chicken: Tonotopic organization of N. magnocellularis and N. laminaris,"E. Rubel, T. Parks",The Journal of comparative neurology,1975-12-15,281,19,122.75,Clinical Neurology and Neurodegeneration,non-human,Positions Organization and development of brain stem auditory nuclei of the chicken: Tonotopic organization of N. magnocellularis and N. laminaris within Clinical Neurology and Neurodegeneration.,high citation signal (281); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.901640403,13c1486f54be900d3b5ee7216fa4b6cc07bbed8d,https://doi.org/10.1002/CNE.901640403,,,JournalArticle; Study,unknown,brain; brain in title,
63,1975,THE EFFECT OF INDUCED HYPOTHERMIA UPON OXYGEN CONSUMPTION IN THE RAT BRAIN,"M. Hägerdal, J. Harp, L. Nilsson, B. K. Siesjöu",Journal of Neurochemistry,1975-02-01,276,8,110.43,General Brain Science and Reviews,non-human,Positions THE EFFECT OF INDUCED HYPOTHERMIA UPON OXYGEN CONSUMPTION IN THE RAT BRAIN within General Brain Science and Reviews.,high citation signal (276),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1975.tb11881.x,75255f8da9a8a538d0eec4f90fba1f79506d00f6,https://doi.org/10.1111/j.1471-4159.1975.tb11881.x,,,JournalArticle,unknown,brain; brain in title,
