rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
30,2006,Neuroimaging: Decoding mental states from brain activity in humans,"J. Haynes, G. Rees",Nature Reviews Neuroscience,2006,1729,68,157.41,General Brain Science and Reviews,human,Positions Neuroimaging: Decoding mental states from brain activity in humans within General Brain Science and Reviews.,"high citation signal (1,729); recognized venue; human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1038/nrn1931,ee2d6e1cf14bc59b37ff8a85f926ecb55325fce8,https://doi.org/10.1038/nrn1931,,,paper,unknown,brain; neuroimaging; brain in title,
31,2006,The role of the hypothalamic-pituitary-adrenal axis in neuroendocrine responses to stress,"Sean M Smith, W. Vale",Dialogues in Clinical Neuroscience,2006-12-01,1717,80,163.48,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,Animals respond to stress by activating a wide array of behavioral and physiological responses that are collectively referred to as the stress response.,"high citation signal (1,717); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.31887/DCNS.2006.8.4/ssmith,d70545d109f520c867472826a2f15cacff80c4b8,https://doi.org/10.31887/DCNS.2006.8.4/ssmith,https://doi.org/10.31887/dcns.2006.8.4/ssmith,,Review; JournalArticle,unknown,brain; cortex; neuron; neuroscience term,"Animals respond to stress by activating a wide array of behavioral and physiological responses that are collectively referred to as the stress response. Corticotropin-releasing factor (CRF) plays a central role in the stress response by regulating the hypothalamic-pituitary-adrenal (HPA) axis. In response to stress, CRF initiates a cascade of events that culminate in the release of glucocorticoids from the adrenal cortex. As a result of the great number of physiological and behavioral effects exerted by glucocorticoids, several mechanisms have evolved to control HPA axis activation and integrate the stress response. Glucocorticoid feedback inhibition plays a prominent role in regulating the magnitude and duration of glucocorticoid release. In addition to glucocorticoid feedback, the HPA axis is regulated at the level of the hypothalamus by a diverse group of afferent projections from limbic, mid-brain, and brain stem nuclei. The stress response is also mediated in part by brain stem noradrenergic neurons, sympathetic andrenornedullary circuits, and parasympathetic systems. In summary, the aim of this review is to discuss the role of the HPA axis in the integration of adaptive responses to stress. We also identify and briefly describe the major neuronal and endocrine systems that contribute to the regulation of the HPA axis and the maintenance of homeostasis in the face of aversive stimuli."
32,2006,Empathic neural responses are modulated by the perceived fairness of others,"T. Singer, B. Seymour, J. O'Doherty, K. Stephan, R. Dolan, C. Frith",Nature,2006-01-18,1685,104,165.54,Neuroimaging and Brain Mapping,MRI;fMRI;human;non-human,The neural processes underlying empathy are a subject of intense interest within the social neurosciences.,"high citation signal (1,685); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nature04271,a9adbab6dae28c23a205786c725a988649d155ef,https://doi.org/10.1038/nature04271,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2636868,,JournalArticle,unknown,brain; neural; neuroscience; neuroscience term,"The neural processes underlying empathy are a subject of intense interest within the social neurosciences. However, very little is known about how brain empathic responses are modulated by the affective link between individuals. We show here that empathic responses are modulated by learned preferences, a result consistent with economic models of social preferences. We engaged male and female volunteers in an economic game, in which two confederates played fairly or unfairly, and then measured brain activity with functional magnetic resonance imaging while these same volunteers observed the confederates receiving pain. Both sexes exhibited empathy-related activation in pain-related brain areas (fronto-insular and anterior cingulate cortices) towards fair players. However, these empathy-related responses were significantly reduced in males when observing an unfair person receiving pain. This effect was accompanied by increased activation in reward-related areas, correlated with an expressed desire for revenge. We conclude that in men (at least) empathic responses are shaped by valuation of other people's social behaviour, such that they empathize with fair opponents while favouring the physical punishment of unfair opponents, a finding that echoes recent evidence for altruistic punishment."
33,2006,Brain work and brain imaging.,"M. Raichle, M. Mintun",Annual Review of Neuroscience,2006-10-11,1676,70,153.65,General Brain Science and Reviews,,Positions Brain work and brain imaging. within General Brain Science and Reviews.,"high citation signal (1,676); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1146/ANNUREV.NEURO.29.051605.112819,96a953b1b7cf3b0af424e3ffe528640bc954ca9b,https://doi.org/10.1146/ANNUREV.NEURO.29.051605.112819,,,Review; JournalArticle,unknown,brain; brain in title,
34,2006,Transcranial DC stimulation (tDCS): a tool for double-blind sham-controlled clinical studies in brain stimulation.,"P. C. Gandiga, F. Hummel, L. Cohen",Clinical Neurophysiology,2006-04-01,1655,47,143.82,"Brain Stimulation, Neurotechnology, and BCI",human;stimulation,"Positions Transcranial DC stimulation (tDCS): a tool for double-blind sham-controlled clinical studies in brain stimulation. within Brain Stimulation, Neurotechnology, and BCI.","high citation signal (1,655); human evidence signal","Small cohorts, invasive risk, device maintenance, and long-term stability remain major translation barriers.; Closed-loop effects are hard to separate from placebo, training, medication, and disease fluctuation.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/J.CLINPH.2005.12.003,d10a423a08b3934131373304270ee1a55c07ac91,https://doi.org/10.1016/J.CLINPH.2005.12.003,,,JournalArticle,unknown,brain; brain in title,
35,2006,The neural bases of momentary lapses in attention,"D. Weissman, Kenneth C. Roberts, Kristina M. Visscher, M. Woldorff",Nature Neuroscience,2006-07-01,1649,106,147.35,Cognitive and Systems Neuroscience,,Positions The neural bases of momentary lapses in attention within Cognitive and Systems Neuroscience.,"high citation signal (1,649); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nn1727,b784b9b71ecb83d4835724efe6ab441beb7420f1,https://doi.org/10.1038/nn1727,,,JournalArticle; Study,unknown,neural,
36,2006,Mu rhythm (de)synchronization and EEG single-trial classification of different motor imagery tasks,"G. Pfurtscheller, C. Brunner, A. Schlögl, F. H. L. D. Silva",NeuroImage,2006-05-15,1618,61,148.21,"EEG, MEG, and Electrophysiology",EEG,"Positions Mu rhythm (de)synchronization and EEG single-trial classification of different motor imagery tasks within EEG, MEG, and Electrophysiology.","high citation signal (1,618); recognized venue","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEUROIMAGE.2005.12.003,9af5711c0645997d1884602190a142ef183961e6,https://doi.org/10.1016/J.NEUROIMAGE.2005.12.003,,,JournalArticle,unknown,eeg,
37,2006,Neurons in the orbitofrontal cortex encode economic value,"C. Padoa-Schioppa, J. Assad",Nature,2006-05-11,1595,92,157.75,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Neurons in the orbitofrontal cortex encode economic value within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,595); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nature04676,235e638c8e49dd45953fe6465231bc2c1137bf17,https://doi.org/10.1038/nature04676,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2630027,,JournalArticle,unknown,cortex; neuron; neuroscience term,
38,2006,Neural plasticity in the ageing brain,"S. Burke, C. Barnes",Nature Reviews Neuroscience,2006,1592,47,154.72,General Brain Science and Reviews,,Positions Neural plasticity in the ageing brain within General Brain Science and Reviews.,"high citation signal (1,592); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nrn1809,d2422434fa6a0b96bdca8b10d036e44635f61c0f,https://doi.org/10.1038/nrn1809,,,Review; JournalArticle,unknown,brain; neural; brain in title,
39,2006,"Frames, Biases, and Rational Decision-Making in the Human Brain","Benedetto de Martino, D. Kumaran, B. Seymour, R. Dolan",Science,2006-08-04,1575,75,169.93,Cognitive and Systems Neuroscience,human;non-human,Human choices are remarkably susceptible to the manner in which options are presented.,"high citation signal (1,575); recognized venue; open-access PDF metadata; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.1128356,74cb9160cf9c8f81397651754e830ab05d24e330,https://doi.org/10.1126/SCIENCE.1128356,https://europepmc.org/articles/pmc2631940?pdf=render,,JournalArticle,unknown,brain; cortex; amygdala; prefrontal; brain in title; neuroscience term,"Human choices are remarkably susceptible to the manner in which options are presented. This so-called ""framing effect"" represents a striking violation of standard economic accounts of human rationality, although its underlying neurobiology is not understood. We found that the framing effect was specifically associated with amygdala activity, suggesting a key role for an emotional system in mediating decision biases. Moreover, across individuals, orbital and medial prefrontal cortex activity predicted a reduced susceptibility to the framing effect. This finding highlights the importance of incorporating emotional processes within models of human choice and suggests how the brain may modulate the effect of these biasing influences to approximate rationality."
40,2006,Dopamine-dependent prediction errors underpin reward-seeking behaviour in humans,"M. Pessiglione, B. Seymour, G. Flandin, R. Dolan, C. Frith",Nature,2006-08-23,1561,77,152.97,Cognitive and Systems Neuroscience,EEG;human;non-human,Theories of instrumental learning are centred on understanding how success and failure are used to improve future decisions.,"high citation signal (1,561); recognized venue; open-access PDF metadata; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nature05051,91a0b19076123facd721502f546fac76120cb5af,https://doi.org/10.1038/nature05051,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2636869,,JournalArticle; ClinicalTrial,unknown,brain,"Theories of instrumental learning are centred on understanding how success and failure are used to improve future decisions. These theories highlight a central role for reward prediction errors in updating the values associated with available actions. In animals, substantial evidence indicates that the neurotransmitter dopamine might have a key function in this type of learning, through its ability to modulate cortico-striatal synaptic efficacy. However, no direct evidence links dopamine, striatal activity and behavioural choice in humans. Here we show that, during instrumental learning, the magnitude of reward prediction error expressed in the striatum is modulated by the administration of drugs enhancing (3,4-dihydroxy-l-phenylalanine; l-DOPA) or reducing (haloperidol) dopaminergic function. Accordingly, subjects treated with l-DOPA have a greater propensity to choose the most rewarding action relative to subjects treated with haloperidol. Furthermore, incorporating the magnitude of the prediction errors into a standard action-value learning algorithm accurately reproduced subjects' behavioural choices under the different drug conditions. We conclude that dopamine-dependent modulation of striatal activity can account for how the human brain uses reward prediction errors to improve future decisions."
41,2006,Spatiotemporal signal space separation method for rejecting nearby interference in MEG measurements,"S. Taulu, J. Simola",Physics in Medicine and Biology,2006-04-07,1560,233,136.76,"EEG, MEG, and Electrophysiology",MEG;non-human,"Positions Spatiotemporal signal space separation method for rejecting nearby interference in MEG measurements within EEG, MEG, and Electrophysiology.","high citation signal (1,560)","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1088/0031-9155/51/7/008,c407ecf09027afbd98a1ce335b48f81cca523edb,https://doi.org/10.1088/0031-9155/51/7/008,,,JournalArticle,unknown,meg,
42,2006,Why sex matters for neuroscience,L. Cahill,Nature Reviews Neuroscience,2006-06-01,1559,82,152.34,General Brain Science and Reviews,,Positions Why sex matters for neuroscience within General Brain Science and Reviews.,"high citation signal (1,559); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nrn1909,328ee65f9319a9ad24d3b7592319631aabfd2e85,https://doi.org/10.1038/nrn1909,,,Review; JournalArticle,unknown,neuroscience; neuroscience term,
43,2006,High levels of mitochondrial DNA deletions in substantia nigra neurons in aging and Parkinson disease,"A. Bender, K. J. Krishnan, C. Morris, G. Taylor, A. Reeve, R. Perry, et al.",Nature Genetics,2006-04-09,1527,52,151.97,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions High levels of mitochondrial DNA deletions in substantia nigra neurons in aging and Parkinson disease within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,527); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/ng1769,f9c21287c66a927c184c235b9ba6e9427d923303,https://doi.org/10.1038/ng1769,,,JournalArticle,unknown,neuron; neuroscience term,
44,2006,Exercise Is Associated with Reduced Risk for Incident Dementia among Persons 65 Years of Age and Older,"E. Larson, Li Wang, J. Bowen, W. McCormick, L. Teri, P. Crane, et al.",Annals of Internal Medicine,2006-01-17,1498,36,149.03,Clinical Neurology and Neurodegeneration,human;non-human,Context Some studies suggest that people with high levels of physical activity are less likely to develop dementia.,"high citation signal (1,498); open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.7326/0003-4819-144-2-200601170-00004,1c40031955147ed549b01c5d2503992a022af69b,https://doi.org/10.7326/0003-4819-144-2-200601170-00004,http://annals.org/data/journals/aim/20107/0000605-200601170-00004.pdf,,JournalArticle; Review,unknown,brain; cerebral; hippocampus; neuroscience term,"Context Some studies suggest that people with high levels of physical activity are less likely to develop dementia. Content All 1740 participants in this cohort study were 65 years of age or older and were cognitively intact at baseline. Over 6.2 years, the rate of dementia was 13.0 per 1000 person-years in those who exercised 3 or more times per week and 19.7 per 1000 person-years in those who exercised less than 3 times per week. Limitations The only measure of exercise intensity was self-reported frequency. The cohort was largely white and well-educated. Implications This study adds to the evidence that regular exercise is associated with a lower risk for dementia. However, the existing evidence does not prove that regular exercise is associated with a lower dementia risk. The Editors Alzheimer disease and other dementing illnesses are major sources of morbidity and mortality (1-3) that affect millions of persons in the increasingly aging society of the United States. Research designed to discover strategies to delay onset and progression of these potentially devastating illnesses is ongoing worldwide. Effective prevention strategies would result in substantial benefits through improved quality of life, prolonged independent life expectancy, and reduced economic cost and social burdens. Regular physical exercise is an important element in overall health promotion (4) and might also be an effective strategy to delay onset of dementia (5). A biological basis for how physical exercise might preserve brain function includes improved cerebral blood flow and oxygen delivery (6) and inducing fibroblast growth factor in the hippocampus (7). More recent evidence suggests that reduced loss of hippocampal brain tissue in the aging brain is related to level of physical fitness (8). Evidence from some longitudinal studies and randomized trials suggests that physical exercise enhances cognitive function in older adults (9-15), whereas other studies have failed to observe the benefits of physical exercise in preserving cognitive function (16-19). Many people regard Alzheimer disease as one of the most dreaded consequences of aging. If regular physical exercise were shown to be effective in reducing the risk or delaying the onset of dementing illnesses, it would be another compelling reason to promote physical exercise. Few population-based longitudinal studies have examined the role of physical exercise on the risk for dementia in elderly persons. One recent longitudinal study showed that physical exercise was associated with decreased risk for decline in cognitive function (odds ratio [OR], 0.58), Alzheimer disease (OR, 0.50), and any dementia (OR, 0.63) (11), whereas another longitudinal study showed no association between physical exercise and dementia (16). More recent studies showed that walking was associated with a reduced risk for dementia and Alzheimer disease in a cohort of Japanese-American men (20) and that engaging in more diverse physical activities was associated with a reduced risk for dementia in the Cardiovascular Health Study (21). The purpose of this study was 2-fold: 1) to determine whether regular exercise is associated with a reduced risk for incidence of dementia (in particular, Alzheimer disease) in a cohort followed biennially over 6 years and 2) to examine whether the association of physical exercise with incident dementia is modulated by other potential risk factors, such as depression, cardiovascular and cerebrovascular disease, diabetes, apolipoprotein E 4 allele, cognitive function, physical function, self-rated health, and lifestyle characteristics. Methods Study Sample The Adult Changes in Thought (ACT) study is a population-based, longitudinal study of aging and dementia. The ACT study was designed to determine the incidence of Alzheimer disease, other types of dementia, and cognitive impairment as well as to determine risk factors for these conditions. The details of the ACT study have been described elsewhere (22, 23). Briefly, a random sample of 6782 individuals was drawn from Seattle-area members of Group Health Cooperative (GHC), a consumer-governed health maintenance organization. The participants were 65 years of age and older when the study began in 1994 to 1996. Those who had an existing diagnosis of dementia, were current residents of a nursing home, or were participating in other studies were ineligible (n= 1360). Of 5422 eligible persons, 2581 participated and 2841 declined participation. Age, sex, and ethnicity of the remaining 2581 participants did not differ significantly from those who were excluded. Nonresponse has been described elsewhere (22). Declining to participate was more common among the oldest age group (>85 years), women, and African-American and minority groups (22). Additional details regarding the incident rates of dementia and Alzheimer disease from the ACT study have been published elsewhere and are consistent with rates reported in U.S. and European cohort studies (22). The institutional review boards of the University of Washington and Group Health Cooperative approved the ACT study. Participants received the Cognitive Ability Screening Instrument (CASI) (24) as initial screening for cognitive function and were interviewed with structured questionnaires to obtain data, including demographic characteristics, medical history, memory and general functioning, and potential epidemiologic risk factors. Persons scoring 86 or higher on the CASI were entered directly into the ACT cohort as being cognitively intact. (The CASI scores range from 0 to 100; a score of 86 corresponds to a Mini-Mental State Examination score of 25 to 26.) Persons with a score lower than 86 had additional medical record review and standardized clinical and neuropsychological evaluation for dementia. Persons who did not meet established criteria for dementia (25) were included in the ACT cohort. The current study sample was selected from the 2581 ACT participants to examine the temporal relationship of physical exercise preceding development of dementia. By design, we selected the 1895 persons whose CASI scores were above the 25th percentileCASI scores 91 to 100. We excluded 686 persons whose CASI scores were in the lowest quartileCASI scores 62 to 90because the lowest quartile group might include persons who had mild cognitive impairment or impending dementia (26). We did not collect information about the history of exercise before the participants entered the study. Therefore, in the group with low CASI scores, we could not be certain whether a reported low level of physical exercise preceded the development of dementia or was a consequence of the development of cognitive impairment or dementia. Of 1895 participants selected, 155 withdrew after the baseline visit and did not have a follow-up examination and were thus excluded from the analyses, leaving the analytic sample of 1740 persons. Incident Dementia We conducted biennial examinations to identify cases of incident dementia, when participants were rescreened with the CASI. Those who scored 86 or higher on the CASI remained in the ACT cohort. Scores on the CASI that were less than 86 at follow-up prompted a full standardized clinical examination. The results of rescreening by the CASI and by the clinical and neuropsychological examinations were reviewed at a consensus diagnosis conference that included at least the examining physician, a neuropsychologist, another study physician, and the study nurse. Persons who did not meet the criteria for dementia were considered as not having dementia and were followed in the ACT cohort (22, 23). Persons who met the Diagnostic and Statistical Manual of Mental Disorders, fourth edition (DSM-IV), criteria (25) for dementia were considered to have incident dementia. Dementia type was determined by the National Institute of Neurological and Communicative Diseases and Stroke-Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA) criteria (27) for Alzheimer disease and by the DSM-IV criteria (25) for other types of dementia. Level of physical activity was not considered at the consensus conference. Physical Exercise Physical exercise was assessed at baseline by asking participants the number of days per week they did each of the following activities for at least 15 minutes at a time during the past year: walking, hiking, bicycling, aerobics or calisthenics, swimming, water aerobics, weight training or stretching, or other exercise. The frequency of exercise was calculated by the times per week that participants engaged in any of these forms of exercise. In this study, persons who exercised at least 3 times a week, above the lowest quartile, were classified as exercising regularly. Baseline Variables as Potential Confounders Numerous factors may influence the relationship between exercise and risk for dementia, including physical functioning, cognitive function, depression, health conditions, and lifestyle characteristics. Physical function was assessed by a performance-based physical function (PPF) test (23), which consisted of 4 performance tests: 10-foot timed walk, time to stand from a seated position in a chair to a standing position 5 times, balance test, and grip strength in the dominant hand. Each test was scored from 0 to 4 points. The final PPF score was the sum of the scores for the 4 performance tests and ranged from 0 to 16; higher scores indicated better physical function. Details of the PPF test have been reported elsewhere (23). Cognitive function was assessed by using the CASI, which provides quantitative assessment of attention, concentration, orientation, short-term memory, long-term memory, language ability, visual construction, list-generating fluency, abstraction, and judgment (24). At baseline, depression was measured by using the 11-item Center for Epidemiologic Studies Depression (CES-D) scale (28). The CES-D scores ranged from 0 to 33, with higher scores represe"
45,2006,Adult neurogenesis and functional plasticity in neuronal circuits,"P. Lledo, M. Alonso, M. Grubb",Nature Reviews Neuroscience,2006-03-01,1429,71,151.98,"Cellular, Molecular, and Synaptic Neuroscience",human,"Positions Adult neurogenesis and functional plasticity in neuronal circuits within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,429); recognized venue; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1038/nrn1867,065d3c27da09eeccd653436ee61ad0f6d0de6e55,https://doi.org/10.1038/nrn1867,,,Review; JournalArticle,unknown,neuron; neuroscience term,
46,2006,Separating respiratory-variation-related fluctuations from neuronal-activity-related fluctuations in fMRI,"R. Birn, J. B. Diamond, Monica A. Smith, P. Bandettini",NeuroImage,2006-07-15,1418,150,158.24,Neuroimaging and Brain Mapping,fMRI;human;non-human,Positions Separating respiratory-variation-related fluctuations from neuronal-activity-related fluctuations in fMRI within Neuroimaging and Brain Mapping.,"high citation signal (1,418); recognized venue; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/J.NEUROIMAGE.2006.02.048,750158e6f2b1ed750a3e56596d9572f6679d99f6,https://doi.org/10.1016/J.NEUROIMAGE.2006.02.048,,,JournalArticle; ClinicalTrial,unknown,neuron; fmri; mri; neuroscience term,
47,2006,The Blue Brain Project,H. Markram,Nature Reviews Neuroscience,2006-02-01,1413,75,154.78,General Brain Science and Reviews,non-human,IBM's Blue Gene supercomputer allows a quantum leap in the level of detail at which the brain can be modelled.,"high citation signal (1,413); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nrn1848,fd399c0dd19b587e1b4e76fefa854c90dde64172,https://doi.org/10.1038/nrn1848,https://doi.org/10.3389/conf.neuro.11.2008.01.143,,Review; JournalArticle; Book,unknown,brain; brain in title,IBM's Blue Gene supercomputer allows a quantum leap in the level of detail at which the brain can be modelled. I argue that the time is right to begin assimilating the wealth of data that has been accumulated over the past century and start building biologically accurate models of the brain from first principles to aid our understanding of brain function and dysfunction.
48,2006,The mirror neuron system and the consequences of its dysfunction,"M. Iacoboni, M. Dapretto",Nature Reviews Neuroscience,2006-12-01,1408,88,150.51,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions The mirror neuron system and the consequences of its dysfunction within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,408); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nrn2024,d4555e51767535335a5ade653f50abfaa92429e0,https://doi.org/10.1038/nrn2024,,,Review; JournalArticle,unknown,neuron; neuroscience term,
49,2006,Resolving emotional conflict: a role for the rostral anterior cingulate cortex in modulating activity in the amygdala.,"A. Etkin, T. Egner, Daniel M. Peraza, E. Kandel, J. Hirsch",Neuron,2006-09-21,1403,99,155.45,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Resolving emotional conflict: a role for the rostral anterior cingulate cortex in modulating activity in the amygdala. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,403); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEURON.2006.07.029,36fbadd3982e20ccdb35000f6005ac9b3b892add,https://doi.org/10.1016/J.NEURON.2006.07.029,https://doi.org/10.1016/j.neuron.2006.07.029,,JournalArticle,unknown,cortex; amygdala; neuroscience term,
50,2006,Reliability in multi-site structural MRI studies: Effects of gradient non-linearity correction on phantom and human data,"J. Jovicich, S. Czanner, D. Greve, E. Haley, A. Kouwe, R. Gollub, et al.",NeuroImage,2006-04-01,1348,35,149.13,Neuroimaging and Brain Mapping,MRI;human,Positions Reliability in multi-site structural MRI studies: Effects of gradient non-linearity correction on phantom and human data within Neuroimaging and Brain Mapping.,"high citation signal (1,348); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/J.NEUROIMAGE.2005.09.046,da6a2ab567a42381c0a114baff41940820114277,https://doi.org/10.1016/J.NEUROIMAGE.2005.09.046,https://iris.unitn.it/bitstream/11572/71892/1/Jovicich%20et%20al%2c%20Neuroimage%202006%2c%20Reliability%20gradient%20non-linearity.pdf,,JournalArticle,unknown,mri,
51,2006,Mechanisms of brain injury after intracerebral haemorrhage.,"G. Xi, R. Keep, J. Hoff",Lancet Neurology,2006,1336,78,151.57,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Mechanisms of brain injury after intracerebral haemorrhage. within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,336); recognized venue","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S1474-4422(05)70283-0,bd0529dcbf04ffdac4e879fd4068e4b640f6f0cd,https://doi.org/10.1016/S1474-4422(05)70283-0,,,Review; JournalArticle,unknown,brain; cerebral; brain in title,
52,2006,Gastric alpha-synuclein immunoreactive inclusions in Meissner's and Auerbach's plexuses in cases staged for Parkinson's disease-related brain pathology.,"H. Braak, R. D. de Vos, J. Bohl, K. Del Tredici",Neuroscience Letters,2006-03-20,1332,63,149.51,Clinical Neurology and Neurodegeneration,,Positions Gastric alpha-synuclein immunoreactive inclusions in Meissner's and Auerbach's plexuses in cases staged for Parkinson's disease-related brain pathology. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,332); recognized venue","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEULET.2005.11.012,7f376c4b1f3f257ebbc010f8a10aba2ddeebcdcd,https://doi.org/10.1016/J.NEULET.2005.11.012,,,JournalArticle,unknown,brain; brain in title,
