rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
33,1952,Threshold movements produced by excitation of cerebral cortex and efferent fibers with some parametric regions of rectangular current pulses (cats and monkeys).,"J. Lilly, G. Austin, W. Chambers",Journal of Neurophysiology,1952-07-01,80,0,90.3,General Brain Science and Reviews,non-human,Positions Threshold movements produced by excitation of cerebral cortex and efferent fibers with some parametric regions of rectangular current pulses (cats and monkeys). within General Brain Science and Reviews.,high citation signal (80),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1152/JN.1952.15.4.319,fd47de0e0ecde360a214dbf3886da885796f5e68,https://doi.org/10.1152/JN.1952.15.4.319,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
34,1952,[Brain tumor and pregnancy].,K. Kloss,Wiener Zeitschrift fur Nervenheilkunde und deren Grenzgebiete,1952-05-01,80,7,87.1,Clinical Neurology and Neurodegeneration,,Positions [Brain tumor and pregnancy]. within Clinical Neurology and Neurodegeneration.,high citation signal (80),"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,783f13bf0c5757956c2a7f066f867a786f500737,https://www.semanticscholar.org/paper/783f13bf0c5757956c2a7f066f867a786f500737,,,JournalArticle,unknown,brain; brain in title,
35,1952,THE EFFERENT FIBRES OF THE HIPPOCAMPUS IN THE MONKEY,D. Simpson,Journal of Neurology Neurosurgery & Psychiatry,1952-05-01,79,2,103.08,Cognitive and Systems Neuroscience,non-human,Positions THE EFFERENT FIBRES OF THE HIPPOCAMPUS IN THE MONKEY within Cognitive and Systems Neuroscience.,high citation signal (79); recognized venue; open-access PDF metadata,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1136/jnnp.15.2.79,763085b77cdbf9ad7e28bfa77aa312eb381f9e59,https://doi.org/10.1136/jnnp.15.2.79,https://jnnp.bmj.com/content/jnnp/15/2/79.full.pdf,,JournalArticle; Review,unknown,hippocampus; neuroscience term,
36,1952,THE EFFECT OF DIFFERENT SIZED EMBOLI ON THE VASULAR SYSTEM AND PARENCHYMA OF THE BRAIN,"R. Swank, R. Hain",Journal of Neuropathology and Experimental Neurology,1952-07-01,78,1,98.65,Clinical Neurology and Neurodegeneration,,Positions THE EFFECT OF DIFFERENT SIZED EMBOLI ON THE VASULAR SYSTEM AND PARENCHYMA OF THE BRAIN within Clinical Neurology and Neurodegeneration.,high citation signal (78); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005072-195207000-00005,975e645a962e969d35cd0296e4efb9741ed1d40a,https://doi.org/10.1097/00005072-195207000-00005,,,JournalArticle,unknown,brain; brain in title,
37,1952,Analysis of frontal and posterior association syndromes in brain-damaged monkeys.,"H. F. Harlow, R. T. Davis, Settlage Ph, Donald R. Meyer",Journal of Comparative and Physiological Psychology,1952-10-01,75,0,87.15,General Brain Science and Reviews,non-human,Positions Analysis of frontal and posterior association syndromes in brain-damaged monkeys. within General Brain Science and Reviews.,high citation signal (75),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1037/H0056634,2d9b594614db5523ae54009641a1e01f1c10cb1d,https://doi.org/10.1037/H0056634,,,JournalArticle,unknown,brain; brain in title,
38,1952,Non-aphasic misnaming (paraphasia) in organic brain disease.,"E. Weinstein, R. Kahn",A M A Archives of Neurology & Psychiatry,1952,72,2,97.23,Clinical Neurology and Neurodegeneration,,Positions Non-aphasic misnaming (paraphasia) in organic brain disease. within Clinical Neurology and Neurodegeneration.,high citation signal (72); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEURPSYC.1952.02320130078008,e68eb329438c8b6e9bdf1a6b6972a12f4308faa8,https://doi.org/10.1001/ARCHNEURPSYC.1952.02320130078008,,,JournalArticle,unknown,brain; brain in title,
39,1952,Function of the Pupal Brain and Suboesophageal Ganglion in the Production of Non-diapause and Diapause Eggs in the Silkworm,S. Fukuda,Unknown venue,1952-10-25,71,2,84.98,General Brain Science and Reviews,,Positions Function of the Pupal Brain and Suboesophageal Ganglion in the Production of Non-diapause and Diapause Eggs in the Silkworm within General Brain Science and Reviews.,high citation signal (71),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,698af8744784b7f95accd3c15fb9e8f047e72ea4,https://www.semanticscholar.org/paper/698af8744784b7f95accd3c15fb9e8f047e72ea4,,,paper,unknown,brain; brain in title,
40,1952,Permanent Implantation of Multilead Electrodes in the Brain,J. Delgado,The Yale Journal of Biology and Medicine,1952-04-01,71,1,86.18,"Brain Stimulation, Neurotechnology, and BCI",stimulation,ImagesFig. 1Fig. 2Figs. 3-5,high citation signal (71),"Small cohorts, invasive risk, device maintenance, and long-term stability remain major translation barriers.; Closed-loop effects are hard to separate from placebo, training, medication, and disease fluctuation.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,734b5a1ae043b8f191370ba069bf31fbd654c7bc,https://www.semanticscholar.org/paper/734b5a1ae043b8f191370ba069bf31fbd654c7bc,,,JournalArticle,unknown,brain; brain in title,ImagesFig. 1Fig. 2Figs. 3-5
41,1952,DYSPHASIA IN LEFT-HANDED PATIENTS WITH UNILATERAL BRAIN LESIONS,"M. Humphrey, O. Zangwill",Journal of Neurology Neurosurgery & Psychiatry,1952-08-01,70,2,100.93,Clinical Neurology and Neurodegeneration,human,Positions DYSPHASIA IN LEFT-HANDED PATIENTS WITH UNILATERAL BRAIN LESIONS within Clinical Neurology and Neurodegeneration.,high citation signal (70); recognized venue; open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1136/jnnp.15.3.184,fef6fb5c8b99342a9504862a98d9647b47b23eb4,https://doi.org/10.1136/jnnp.15.3.184,https://europepmc.org/articles/pmc499595?pdf=render,,JournalArticle,unknown,brain; brain in title,
42,1952,Effects of intracarotid administration of nitrogen mustard on normal brain and brain tumors.,"J. French, P. M. West, F. K. VON AMERONGEN, H. Magoun",Journal of Neurosurgery,1952-07-01,68,0,85.41,Clinical Neurology and Neurodegeneration,non-human,Positions Effects of intracarotid administration of nitrogen mustard on normal brain and brain tumors. within Clinical Neurology and Neurodegeneration.,high citation signal (68),"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.3171/JNS.1952.9.4.0378,223bcad57b4096ee7a61af42bdc0aa1345beafc6,https://doi.org/10.3171/JNS.1952.9.4.0378,,,JournalArticle,unknown,brain; brain in title,
43,1952,The possible use of neutron-capturing isotopes such as boron 10 in the treatment of neoplasms. II. Computation of the radiation energies and estimates of effects in normal and neoplastic brain.,"M. Javid, G. Brownell, W. Sweet",Journal of Clinical Investigation,1952-06-01,67,3,88.15,Clinical Neurology and Neurodegeneration,human,Positions The possible use of neutron-capturing isotopes such as boron 10 in the treatment of neoplasms. II. Computation of the radiation energies and estimates of effects in normal and neoplastic brain. within Clinical Neurology and Neurodegeneration.,high citation signal (67); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1172/JCI102647,31e1e86ff04c18cf3136a1344dd52cffbf7e81b6,https://doi.org/10.1172/JCI102647,http://www.jci.org/articles/view/102647/files/pdf,,JournalArticle,unknown,brain; brain in title,
44,1952,Effect of adrenocortical steroids and adrenocorticotrophic hormone on electroshock seizure threshold.,D. M. Woodbury,Journal of Pharmacology and Experimental Therapeutics,1952-05-01,67,0,82.35,Clinical Neurology and Neurodegeneration,human;non-human,The effect of six adrenocortical steroids on the electroshock seizure threshold (EST) of rats has been tested.,high citation signal (67); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)05004-9,30b059157266baad364870aa583be51cd0c5dbda,https://doi.org/10.1016/s0022-3565(25)05004-9,,,JournalArticle,unknown,brain; cortical,"The effect of six adrenocortical steroids on the electroshock seizure threshold (EST) of rats has been tested. DCA and Compound S acetate (11-desoxy-17-hydroxycorticosterone acetate) in a dose of 2 mgm. per day elevated EST DCA was much more potent than Compound S. Compound B acetate (corticosterone acetate), in a dose of 2 mgm. per day, did not significantly alter EST. In doses of 2 mgm. per day, Compound A acetate (11-dehydrocorticosterone acetate) induced a slight decrease, Compound F acetate (17-hydroxycorticosterone acetate) a considerable decrease and cortisone acetate (11-dehydro-17-hydroxycorticosterone acetate) a marked decrease in EST. ACTH, at dose levels of 0.5, 0.001 and 0.0001 U.S.P. Unit, given in combination with DCA, completely inhibited the elevation of EST observed after DCA alone. DCA, given in combination with cortisone acetate, inhibited the decrease in EST observed after cortisone acetate alone. In one experiment, but not in another, ACTH (0.5 U.S.P. Unit per day), given in combination with cortisone, antagonized to a slight extent the decrease in EST observed after cortisone alone. The reason for the discrepancy is discussed. ACTH (0.5 U.S.P. Unit per day) alone resulted in an increase of 11 per cent in EST after 28 days. Compound A acetate, given in combination with cortisone acetate, partially prevented the decrease in EST observed after cortisone acetate alone. Compound S acetate, given in combination with cortisone acetate, did not prevent the decrease in EST observed after cortisone. The clinical significance of the effects of adrenocortical steroids on brain ex citability is briefly discussed."
45,1952,Olfactory-like Responses in Pyriform Area to Non-Olfactory Stimulation,"P. Maclean, N. Horwitz, F. Robinson",The Yale Journal of Biology and Medicine,1952-12-01,65,2,93.01,"EEG, MEG, and Electrophysiology",human;non-human;stimulation,Considerable doubt continues to exist about the r6le of finely myelinated and unmyelinatedt visceral afferents in the function of the cerebral cortex.,high citation signal (65); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,ffc9aaa222f4a86aea0dce32dbcd12f1f3278404,https://www.semanticscholar.org/paper/ffc9aaa222f4a86aea0dce32dbcd12f1f3278404,,,JournalArticle,unknown,cerebral; cortex; cortical; neuron; neuroscience term,"Considerable doubt continues to exist about the r6le of finely myelinated and unmyelinatedt visceral afferents in the function of the cerebral cortex. Recent evoked potential studies involving stimulation of the chorda tympani, """" the vagus, 7l and the splanchnic nerves' have failed to establish that impulses transmitted along the slow-conductingt components of these nerves reach the cortex. It is inferred, however, from clinical evidence that the slowly conducted signals are discriminated at the cortical level. The inability to resolve the foregoing problem by the usual physiological techniques indicated the need for other methods. For this reason it was decided to re-explore the bioelectrical properties of the olfactory system in the hope of gaining a clue to the physiology of visceral systems in general. Olfaction is unique in being both an exteroand visceroceptive sense. Its anatomical substratum has attributes that make it a prototype of a primitive visceral system. The primary olfactory neurone manifests a most primitive characteristic insofar as it assumes a position in the dermal layer. The olfactory nerves going to the bulb are entirely unmyelinated. From the primary cell station in the bulb a large proportion of fibers travel in the olfactory tract directly to a phylogenetically ancient part of the cortex. In short, one has in the olfactory apparatus a system that begins with entirely unmyelinated fibers and is irrefutably known to reach the cerebral cortex. The cortical responses in the pyriform area following natural olfactory stimulation are strikingly dissimilar to those obtained from the neocortex by natural activation of visual, auditory, or somesthetic receptors. In contrast to the latter, one finds an olfactory stimulus is followed by a sustained train of rhythmically recurring sinusoidal potentials of high voltage. Adrian, employing the hedgehog and the cat, appears to have been the first to describe such potentials as occurring in both the olfactory bulb and the pyriform cortex.' Figure 1 shows responses to olfactory stimulation recorded from the pyriform area in the opossum, rabbit, cat, and the squirrel"
46,1952,Quantitative distribution of dipeptidase and acetylcholine esterase in architectonic layers of rat cerebral cortex.,A. Pope,Journal of Neurophysiology,1952-03-01,63,1,86.06,General Brain Science and Reviews,non-human,Positions Quantitative distribution of dipeptidase and acetylcholine esterase in architectonic layers of rat cerebral cortex. within General Brain Science and Reviews.,high citation signal (63),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1152/JN.1952.15.2.115,e25af186d5d18c6242acc2029858111101aa717c,https://doi.org/10.1152/JN.1952.15.2.115,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
47,1952,Infantile cerebral palsy; classification and clinical correlations.,M. Perlstein,Journal of the American Medical Association,1952-05-03,63,0,78.06,Clinical Neurology and Neurodegeneration,human,Positions Infantile cerebral palsy; classification and clinical correlations. within Clinical Neurology and Neurodegeneration.,high citation signal (63); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/JAMA.1952.02930180032007,b02b50d75ca2e7926890ceb9e2ab49417eba82f2,https://doi.org/10.1001/JAMA.1952.02930180032007,,,JournalArticle,unknown,cerebral,
48,1952,Traumatic brain-stem thrombosis: report of a case and analysis of the mechanism of injury.,"E. Kunkle, J. Muller, G. Odom",Annals of Internal Medicine,1952-05-01,60,0,82.0,Clinical Neurology and Neurodegeneration,,Positions Traumatic brain-stem thrombosis: report of a case and analysis of the mechanism of injury. within Clinical Neurology and Neurodegeneration.,high citation signal (60),"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.7326/0003-4819-36-5-1329,e9a24aa65bcd52741361ae96e1b6657c20392344,https://doi.org/10.7326/0003-4819-36-5-1329,,,JournalArticle,unknown,brain; brain in title,
49,1952,The function and structure of some neurones in the cat's cerebral cortex,"B. Burns, B. Grafstein",Journal of Physiology,1952-11-28,58,1,88.4,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions The function and structure of some neurones in the cat's cerebral cortex within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (58); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1952.sp004805,e06ef8d2fa8f0f267abfcd512ca1d106deedef56,https://doi.org/10.1113/jphysiol.1952.sp004805,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1392497,,JournalArticle,unknown,cerebral; cortex; neuron; neuroscience term,
50,1952,Cerebellar projections to the cerebral cortex.,"E. Henneman, P. M. Cooke, R. Snider",Research publications - Association for Research in Nervous and Mental Disease,1952,57,0,83.09,General Brain Science and Reviews,,Positions Cerebellar projections to the cerebral cortex. within General Brain Science and Reviews.,high citation signal (57),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,826f76c46f7b742b05e257e336be46775b092ff1,https://www.semanticscholar.org/paper/826f76c46f7b742b05e257e336be46775b092ff1,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
51,1952,"The Cerebral Cortex of Man. A Clinical Study of Localization of Function.Wilder Penfield , Theodore RasmussenEssay on the Cerebral Cortex. A Monograph in American Lectures in Anatomy.Gerhardt von Bonin",R. Grenell,Unknown venue,1952-03-01,57,5,84.29,Clinical Neurology and Neurodegeneration,human,"Positions The Cerebral Cortex of Man. A Clinical Study of Localization of Function.Wilder Penfield , Theodore RasmussenEssay on the Cerebral Cortex. A Monograph in American Lectures in Anatomy.Gerhardt von Bonin within Clinical Neurology and Neurodegeneration.",high citation signal (57); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1086/398778,9d1a62531065b3baa6446e9c96ca60ae87b3e048,https://doi.org/10.1086/398778,,,paper,unknown,cerebral; cortex; neuroscience term,
52,1952,Brain waves and unit discharge in cerebral cortex.,"Choh-Luh Li, H. Mclennan, H. Jasper",Science,1952-12-12,56,0,102.77,General Brain Science and Reviews,,Positions Brain waves and unit discharge in cerebral cortex. within General Brain Science and Reviews.,high citation signal (56); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.116.3024.656,51d7a337b3e634527c09a964f05dbb1e6bbcb01b,https://doi.org/10.1126/SCIENCE.116.3024.656,,,JournalArticle,unknown,brain; cerebral; cortex; brain in title; neuroscience term,
53,1952,Effects of various concentrations of adrenocorticotrophic hormone on electrical activity of brain and on sensitivity to convulsion-inducing agents.,"C. Torda, H. Wolff",American Journal of Physiology,1952-01-31,56,0,81.97,General Brain Science and Reviews,non-human,Positions Effects of various concentrations of adrenocorticotrophic hormone on electrical activity of brain and on sensitivity to convulsion-inducing agents. within General Brain Science and Reviews.,high citation signal (56),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1152/AJPLEGACY.1952.168.2.406,33fa3001a1c35d671a1dc042a09c8b0220213f5b,https://doi.org/10.1152/AJPLEGACY.1952.168.2.406,,,JournalArticle,unknown,brain; brain in title,
54,1952,The effect of theophylline with ethylenediamine (aminophylline) on cerebral hemodynamics in the presence of cardiac failure with and without Cheyne-Stokes respiration.,"J. Moyer, Sam I. Miller, A. B. Tashnek, R. Bowman, Miss C. P. Smith",Journal of Clinical Investigation,1952-03-01,55,0,79.86,Clinical Neurology and Neurodegeneration,human;non-human,Positions The effect of theophylline with ethylenediamine (aminophylline) on cerebral hemodynamics in the presence of cardiac failure with and without Cheyne-Stokes respiration. within Clinical Neurology and Neurodegeneration.,high citation signal (55); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1172/JCI102602,a0195d8a7fef4d9863129541f8bfc4c915269889,https://doi.org/10.1172/JCI102602,http://www.jci.org/articles/view/102602/files/pdf,,JournalArticle,unknown,cerebral,
55,1952,"Phosphates of brain during in vitro metabolism: effects of oxygen, glucose, glutamate, glutamine, and calcium and potassium salts.",H. McIlwain,Biochemical Journal,1952-10-01,53,0,82.8,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Phosphates of brain during in vitro metabolism: effects of oxygen, glucose, glutamate, glutamine, and calcium and potassium salts. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (53); open-access PDF metadata,"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1042/BJ0520289,d386b8f3fd0772bfece52a54f4e49f6bee61bcf5,https://doi.org/10.1042/BJ0520289,https://europepmc.org/articles/pmc1197984?pdf=render,,JournalArticle,unknown,brain; brain in title,
56,1952,Hepatolenticular Degeneration (Wilson's Disease),C. Warnock,Ulster medical journal,1952-11-01,53,2,83.8,"EEG, MEG, and Electrophysiology",EEG;MEG;ECoG;human;non-human,"A R?eport of five cases, with Commentary WILSON'S disease is a heredo-familial disorder, the essential pathological elements of which consist in a cirrhotic state of the liver comb;ned with degenerative changes in the lenticular nuclei of the brain.",high citation signal (53); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,88b59bfea41aad0f4ec26d0d1c4f876efa2cd453,https://www.semanticscholar.org/paper/88b59bfea41aad0f4ec26d0d1c4f876efa2cd453,,,JournalArticle; Review,unknown,brain; meg; ecog,"A R?eport of five cases, with Commentary WILSON'S disease is a heredo-familial disorder, the essential pathological elements of which consist in a cirrhotic state of the liver comb;ned with degenerative changes in the lenticular nuclei of the brain. The term ""hepatolenticular degenera-tion"" is therefore aptly precise, but affords little clue to the diversity of the clinical manifestations. A logical survey of the latter should first emphasise the hepatic side of the picture, since all the evidence shows that the liver is affected long before recognisable nervous symptoms appear. During this ""prodromal"" phase various puzzling clinical states may present-in particular those of portal hypertension with jaundice and ascites, or of splenomegaly with anamia and haemorrhagic phenomena. Not infrequently, death occurs at this early stage and the correct diagnosis only becomes apparent if, and when, another member of the same family shows the fully-developed condition. In patients who survive such early episodes the liver disease is prone to become quiescent, sometimes for years, before nervous troubles finally commence, and outward signs of hepatic damage are certainly inclined to be less prominent in the later phases of the disease. This adds further to the diagnostic difficulties for, once established, the neurological syndrome itself is easily capable of misinterpretation. The classical features, originally described by Wilson (1912), are those of extrapyramidal motor dysfunction. This shows itself in the form of a coarse action-tremor of the extremities together with a plastic muscular rigidity, leading to contracture attitudes and, eventually, to true contractures. Pyramidal function remains intact, and there are no sensory disturbances. Dysarthria and dysphagia are prominent symptoms and there is habitually, some degree of emotional facility with a characteristic sustained grin or ""spastic smile."" Varying dlegrees of mental deterioration are frequently present. In this type of case, the nervous onset is in early youth or adolescence, and the downward progress rapid, leading to death after a few months or, at most, several years. Gross structural changes in brain tissue are usually found in such cases, including cavitation, or complete destruction, of the lenticular nuclei. In others, the onset is much later in adult life, and the whole process more gradual and prolonged. Here, the outstanding symptom is tremor, without noticeable hypertonus, and without difficulties of deglutition or articulation, at least until the later stages. An immobile, Parkinsonian facies is common, and speech is monotonous. Involvement of pyramidal pathways, with corresponding physical 155"
57,1952,Ipsilateral representation in the cerebral cortex; its significance in relation to motor function.,"P. Glees, J. Cole",The Lancet,1952-06-14,49,0,92.42,General Brain Science and Reviews,,Positions Ipsilateral representation in the cerebral cortex; its significance in relation to motor function. within General Brain Science and Reviews.,high citation signal (49); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0140-6736(52)91090-8,b3dac1de0bb16e5abfc27f04246eb2c3a951b8e1,https://doi.org/10.1016/S0140-6736(52)91090-8,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
58,1952,Serial Electroencephalography in Vascular Lesions of the Brain,"E. Roseman, R. P. Schmidt, E. Foltz",Neurology,1952-07-01,49,0,91.62,"EEG, MEG, and Electrophysiology",EEG,"Positions Serial Electroencephalography in Vascular Lesions of the Brain within EEG, MEG, and Electrophysiology.",high citation signal (49); recognized venue,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1212/WNL.2.7-8.311,dcc8df70d84453195abed62520fa7db3cd56ffbd,https://doi.org/10.1212/WNL.2.7-8.311,,,JournalArticle,unknown,brain; brain in title,
59,1952,Acute Disseminated Encephalomyelitis Produced in Mice by Brain Proteolipide (Folch-Lees).∗,"P. K. Olitsky, C. Tal",Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine,1952-01-01,47,2,78.88,General Brain Science and Reviews,non-human,Positions Acute Disseminated Encephalomyelitis Produced in Mice by Brain Proteolipide (Folch-Lees).∗ within General Brain Science and Reviews.,high citation signal (47),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.3181/00379727-79-19269,eef2a96a488f18682422ae902a6b39802004e28a,https://doi.org/10.3181/00379727-79-19269,,,JournalArticle,unknown,brain; brain in title,
60,1952,Nature and recognition of cerebral palsy in infancy.,"M. Perlstein, H. Barnett",Journal of the American Medical Association,1952-04-19,47,0,74.88,"EEG, MEG, and Electrophysiology",ECoG,"Positions Nature and recognition of cerebral palsy in infancy. within EEG, MEG, and Electrophysiology.",high citation signal (47),"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1952.02930160025006,90be60438afe5858a743c933c9c138550fd0acf6,https://doi.org/10.1001/JAMA.1952.02930160025006,,,JournalArticle,unknown,cerebral; ecog,
61,1952,Oxidation of endogenous fatty acids of rat tissues in vitro.,"M. E. Volk, R. Millington, S. Weinhouse",Journal of Biological Chemistry,1952-04-01,46,1,75.5,General Brain Science and Reviews,non-human,"Progress in the study of the catabolism of the natural, long chain fatty acids in vitro has been hampered by technical difficulties.",high citation signal (46); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)55756-2,881710d7dd3d10f7bd251d61e34bc8d18bb9ecb8,https://doi.org/10.1016/s0021-9258(18)55756-2,https://doi.org/10.1016/s0021-9258(18)55756-2,,JournalArticle,unknown,brain,"Progress in the study of the catabolism of the natural, long chain fatty acids in vitro has been hampered by technical difficulties. The usual practice of measuring changes in oxygen uptake on the addition of substrates to surviving slices or homogenates is difficult to apply successfully to the higher fatty acids, since these substances are highly insoluble, weak acids and they are therefore only slightly dissociated at physiological pH values. Moreover, the insolubility of the calcium and magnesium soaps necessitates the use of media which are not optimal in ionic composition, and the fatty acid anions have high surface activities which are manifested by inhibitory effects on the enzymes of fatty acid oxidation (1, 2). In spite of these difficulties some success has been achieved in the study of the oxidation of long chain acids in homogenates and mitochondria (2, 3) ; however, substrates have to be used in such high dilution that effects are rather small and not easily reproducible. Through the use of isotopically labeled pahnitic acid it was possible, by measuring the incorporation of radioactivity in respiratory COZ, to demonstrate oxidation of added palmitate, not only by liver, but by such extrahepatic tissues as pigeon breast and heart muscle and rat kidney and heart (I).' However, it is difficult to assess the quantitative significance of such in V&O experiments; for example, in the same study palmitate oxidation was not observed in rat brain slices or minces of rat skeletal muscle. It is uncertain whether this failure to oxidize the sub-"
