rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
29,1982,Regional cerebral blood flow and glucose metabolism following transient forebrain ischemia,"W. Pulsinelli, D. Levy, T. Duffy",Annals of Neurology,1982-05-01,532,11,135.01,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Regional cerebral blood flow and glucose metabolism following transient forebrain ischemia within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (532); recognized venue,"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/ana.410110510,7e1a9e7eb81ebc00b0fff2ee272d942a4c82f398,https://doi.org/10.1002/ana.410110510,,,JournalArticle,unknown,brain; cerebral; brain in title,
30,1982,The organization of afferent projections to the midbrain periaqueductal gray of the rat.,A. Beitz,Neuroscience,1982,529,23,134.11,General Brain Science and Reviews,non-human,Positions The organization of afferent projections to the midbrain periaqueductal gray of the rat. within General Brain Science and Reviews.,high citation signal (529); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0306-4522(82)90157-9,e0e9a10fc9d63f65354c3bb042f42eddf69622d8,https://doi.org/10.1016/0306-4522(82)90157-9,,,JournalArticle,unknown,brain; brain in title,
31,1982,The Brain of the Honeybee Apis Mellifera. I. The Connections and Spatial Organization of the Mushroom Bodies,P. Mobbs,Unknown venue,1982-07-27,527,62,120.84,General Brain Science and Reviews,,Positions The Brain of the Honeybee Apis Mellifera. I. The Connections and Spatial Organization of the Mushroom Bodies within General Brain Science and Reviews.,high citation signal (527),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1098/RSTB.1982.0086,92fc9c52712d97111b596a711a606771b6c2eb31,https://doi.org/10.1098/RSTB.1982.0086,,,paper,unknown,brain; brain in title,
32,1982,"Studies of mind and brain : neural principles of learning, perception, development, cognition, and motor control",S. Grossberg,Unknown venue,1982,526,13,122.81,Cognitive and Systems Neuroscience,,"Positions Studies of mind and brain : neural principles of learning, perception, development, cognition, and motor control within Cognitive and Systems Neuroscience.",high citation signal (526),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,99d2a4bcd77d0851cdb26e8e2fe63aa80b113fe9,https://www.semanticscholar.org/paper/99d2a4bcd77d0851cdb26e8e2fe63aa80b113fe9,,,paper,unknown,brain; neural; brain in title,
33,1982,The opiomelanotropinergic neuronal and endocrine systems.,"T. O'Donohue, D. Dorsa",Peptides,1982-05-01,523,8,120.71,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions The opiomelanotropinergic neuronal and endocrine systems. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (523),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0196-9781(82)90098-5,c735c3649c62273a24b573c0e8e876e9bbed503d,https://doi.org/10.1016/0196-9781(82)90098-5,,,Review; JournalArticle,unknown,neuron; neuroscience term,
34,1982,Immunocytochemical demonstration of monoamine oxidase B in brain astrocytes and serotonergic neurons.,"P. Levitt, J. Pintar, X. Breakefield",Proceedings of the National Academy of Sciences of the United States of America,1982-10-01,514,16,144.6,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Immunocytochemical demonstration of monoamine oxidase B in brain astrocytes and serotonergic neurons. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (514); recognized venue; open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1073/PNAS.79.20.6385,9e62d26014806f875246aab9bbba94b86dbcb22d,https://doi.org/10.1073/PNAS.79.20.6385,https://europepmc.org/articles/pmc347126?pdf=render,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
35,1982,Cerebral glucography with positron tomography. Use in normal subjects and in patients with schizophrenia.,"M. Buchsbaum, D. Ingvar, R. Kessler, R. N. Waters, J. Cappelletti, D. V. van Kammen, et al.",Archives of General Psychiatry,1982-03-01,513,1,115.56,Clinical Neurology and Neurodegeneration,human,Positions Cerebral glucography with positron tomography. Use in normal subjects and in patients with schizophrenia. within Clinical Neurology and Neurodegeneration.,high citation signal (513); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHPSYC.1982.04290030001001,8dbc253cc45c893281eb6eec2ce661a6e07c2b69,https://doi.org/10.1001/ARCHPSYC.1982.04290030001001,,,JournalArticle; CaseReport,unknown,cerebral,
36,1982,Clinical NMR imaging of the brain: 140 cases.,"G. M. Bydder, R. Steiner, I. R. Young, A. S. Hall, D. J. Thomas, J. Marshall, et al.",AJR. American journal of roentgenology,1982-08-01,508,9,121.38,Clinical Neurology and Neurodegeneration,human,Positions Clinical NMR imaging of the brain: 140 cases. within Clinical Neurology and Neurodegeneration.,high citation signal (508); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.2214/AJR.139.2.215,bc9ce1fe30acb9522349dd99713c01e6b99ab57f,https://doi.org/10.2214/AJR.139.2.215,,,JournalArticle; Study,unknown,brain; brain in title,
37,1982,A taxol-dependent procedure for the isolation of microtubules and microtubule-associated proteins (MAPs),R. Vallee,Journal of Cell Biology,1982-02-01,507,21,138.35,"Cellular, Molecular, and Synaptic Neuroscience",non-human,The effect of the antimitotic drug taxol on the association of MAPs (microtubule-associated proteins) with microtubules was investigated.,high citation signal (507); recognized venue; open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.92.2.435,4682c31e110b23a4d8196c2a481339ddfe87af6d,https://doi.org/10.1083/jcb.92.2.435,https://europepmc.org/articles/pmc2112074?pdf=render,,JournalArticle,unknown,cerebral; cortex; neuroscience term,"The effect of the antimitotic drug taxol on the association of MAPs (microtubule-associated proteins) with microtubules was investigated. Extensive microtubule assembly occurred in the presence of Taxol at 37 degrees C. at 0 degrees C, and at 37 degrees C in the presence of 0.35 M NaCl, overcoming the inhibition of assembly normally observed under the latter two conditions. At 37 degrees C and at 0 degrees C, complete assembly of both tubulin and the MAPs was observed in the presence of Taxol. However, at elevated ionic strength, only tubulin assembled, forming microtubules devoid of MAPs. The MAPs could also be released from the surface of preformed microtubules by exposure to elevated ionic strength. These properties provided the basis for a rapid new procedure for isolating microtubules and MAPs of high purity from small amounts of biological material. The MAPs could be recovered by exposure of the microtubules to elevated ionic strength and subjected to further analysis. Microtubules and MAPs were prepared from bovine cerebral cortex (gray matter) and from HeLa cells. MAP 1, MAP2, and the tau MAPs, as well as species of Mr = 28,000 and 30,000 (LMW, or low molecular weight, MAPs) and a species of Mr = 70,000 were isolated from gray matter. Species identified as the 210,000 and 125,000 mol wt HeLa MAPs were isolated from HeLa cells. Microtubules were also prepared for the first time from white matter. All of the MAPs identified in gray matter preparations were identified in white matter, but the amounts of individual MAP species differed. The most striking difference in the two preparations was a fivefold lower level of MAP 2 relative to tubulin in white matter than in gray. The high molecular weigh MAP, MAP1, was present in equal ratio to tubulin in white and gray matter. These results indicate that MAP 1 and MAP2, as well as other MAP species, may have a different cellular or subcellular distribution."
38,1982,Quantifying local cerebral blood flow by N-isopropyl-p-[123I]iodoamphetamine (IMP) tomography.,"D. Kuhl, J. Barrio, S. C. Huang, C. Selin, R. Ackermann, J. Lear, et al.",Journal of Nuclear Medicine,1982-03-01,507,9,114.15,General Brain Science and Reviews,,Positions Quantifying local cerebral blood flow by N-isopropyl-p-[123I]iodoamphetamine (IMP) tomography. within General Brain Science and Reviews.,high citation signal (507),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,4fa052da7f29acada34ab98fd6a05c203d7974b2,https://www.semanticscholar.org/paper/4fa052da7f29acada34ab98fd6a05c203d7974b2,,,JournalArticle,unknown,cerebral,
39,1982,Dopamine nerve terminal degeneration produced by high doses of methylamphetamine in the rat brain.,"G. Ricaurte, R. Guillery, L. Seiden, C. Schuster, Robert Y. Moore, Robert Y. Moore",Brain Research,1982-03-04,498,11,133.03,General Brain Science and Reviews,non-human,Positions Dopamine nerve terminal degeneration produced by high doses of methylamphetamine in the rat brain. within General Brain Science and Reviews.,high citation signal (498); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(82)90198-6,35a06eadaeab0d69c491ca6a9289bd7fac8efce5,https://doi.org/10.1016/0006-8993(82)90198-6,,,JournalArticle,unknown,brain; brain in title,
40,1982,The P300 component of the event-related brain potential as an index of information processing.,"C. C. Duncan-Johnson, E. Donchin",Biological Psychology,1982-02-01,497,9,119.79,General Brain Science and Reviews,,Positions The P300 component of the event-related brain potential as an index of information processing. within General Brain Science and Reviews.,high citation signal (497),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0301-0511(82)90016-3,f04703d270b4f498cf32c2d5d15a2ba28454ac0e,https://doi.org/10.1016/0301-0511(82)90016-3,,,JournalArticle,unknown,brain; brain in title,
41,1982,Deoxyglucose analysis of retinotopic organization in primate striate cortex.,"R. Tootell, M. Silverman, E. Switkes, R. Valois",Science,1982-11-26,492,12,132.81,General Brain Science and Reviews,non-human,Positions Deoxyglucose analysis of retinotopic organization in primate striate cortex. within General Brain Science and Reviews.,high citation signal (492); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.7134981,1573dd9596eb7276f94c2bbbfa731c806aaa7617,https://doi.org/10.1126/SCIENCE.7134981,,,JournalArticle,unknown,cortex; neuroscience term,
42,1982,Electrical resistance of brain microvascular endothelium.,"C. Crone, S. Olesen",Brain Research,1982-06-03,488,14,131.46,General Brain Science and Reviews,,Positions Electrical resistance of brain microvascular endothelium. within General Brain Science and Reviews.,high citation signal (488); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0006-8993(82)91227-6,10d1769596870633dd38ec257e14114cfeef125d,https://doi.org/10.1016/0006-8993(82)91227-6,,,JournalArticle,unknown,brain; brain in title,
43,1982,Neuronal cell Thy-1 glycoprotein: homology with immunoglobulin.,"A. Williams, J. Gagnon",Science,1982-05-14,484,6,131.31,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Neuronal cell Thy-1 glycoprotein: homology with immunoglobulin. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (484); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.6177036,45d6ade43d919074e26c1e2b7c494b969e11f0c6,https://doi.org/10.1126/SCIENCE.6177036,,,Review; JournalArticle; Study,unknown,neuron; neuroscience term,
44,1982,Cerebral metabolism and atrophy in huntington's disease determined by 18FDG and computed tomographic scan,"D. Kuhl, M. Phelps, C. Markham, E. Metter, W. Riege, J. Winter",Annals of Neurology,1982-11-01,484,5,125.31,Clinical Neurology and Neurodegeneration,,Positions Cerebral metabolism and atrophy in huntington's disease determined by 18FDG and computed tomographic scan within Clinical Neurology and Neurodegeneration.,high citation signal (484); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/ana.410120504,fac33152d3ff2170be8f82c8c76a20e028d0af8c,https://doi.org/10.1002/ana.410120504,,,JournalArticle,unknown,cerebral,
45,1982,An immunohistochemical study of serotonin neuron development in the rat: ascending pathways and terminal fields.,"H. Lidov, M. Molliver",Brain Research Bulletin,1982-04-01,478,18,132.29,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions An immunohistochemical study of serotonin neuron development in the rat: ascending pathways and terminal fields. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (478); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0361-9230(82)90077-6,cba2f640e8e38d45b9289da2eaa1cfb3b3cf50ae,https://doi.org/10.1016/0361-9230(82)90077-6,,,JournalArticle,unknown,neuron; neuroscience term,
46,1982,Brain injury causes a time-dependent increase in neuronotrophic activity at the lesion site.,"M. Nieto-Sampedro, E. R. Lewis, C. Cotman, M. Manthorpe, S. Skaper, G. Barbin, et al.",Science,1982-08-27,477,2,139.05,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Brain injury causes a time-dependent increase in neuronotrophic activity at the lesion site. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (477); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.7100931,fdd28fe4ae66f685b8a54ece83d3595caa62057c,https://doi.org/10.1126/SCIENCE.7100931,,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
47,1982,Moderate head injury: completing the clinical spectrum of brain trauma.,"R. Rimel, B. Giordani, J. Barth, J. Jane",Neurosurgery,1982-09-01,474,11,121.34,Clinical Neurology and Neurodegeneration,human;non-human,Positions Moderate head injury: completing the clinical spectrum of brain trauma. within Clinical Neurology and Neurodegeneration.,high citation signal (474); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1227/00006123-198209000-00002,cdda75b35c6f0fbca5dae722c3548ead566b2bda,https://doi.org/10.1227/00006123-198209000-00002,,,JournalArticle,unknown,brain; brain in title,
48,1982,Light microscopic localization of brain opiate receptors: a general autoradiographic method which preserves tissue quality,"M. Herkenham, C. Pert",Unknown venue,1982-08-01,464,3,123.96,General Brain Science and Reviews,human;non-human,A general technique is described for using slide-mounted unfixed tissue sections to characterize and visualize drug and neurotransmitter receptors in brain or other tissues.,high citation signal (464); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.02-08-01129.1982,e9a7440c2633ed2b1196fd66be171ba71fe2c060,https://doi.org/10.1523/JNEUROSCI.02-08-01129.1982,https://www.jneurosci.org/content/jneuro/2/8/1129.full.pdf,,paper,unknown,brain; brain in title,"A general technique is described for using slide-mounted unfixed tissue sections to characterize and visualize drug and neurotransmitter receptors in brain or other tissues. The preparation of material, from fresh frozen, unfixed brain to dried sections securely attached to slides, is described in detail. The tissue can be kept intact during incubation at varying temperatures in solutions containing radiolabeled ligand, ions, buffers, and allosteric effectors. Strategies are described for determining optimal stereospecific binding with highest signal-to-noise ratios and for determining that a ""meaningful"" receptor is being studied. Dry formaldehyde fixation by vapors from heated paraformaldehyde preserves the tissue quality and traps the ligand near its site on the receptor, permitting subsequent histological processing through alcohols, solvents, and aqueous media, including liquid nuclear track emulsion. Visualization of [3H]naloxone- or [3H]enkephalin- labeled opiate receptor distributions in rat and human brains is achieved by tritium-sensitive film or by classical ""wet"" emulsion autoradiography. The advantages of the film include its ease of use and the ability to quantify receptor density by densitometry which can be computer-assisted. The advantage of the emulsion is the greater resolution and the concomitant appearance of morphology in cell-stained sections. Examples of correlations of opiate receptor distributions which underlying cytoarchitecture illustrate the potential for receptor localization studies."
49,1982,Dexamethasone proves deleterious in cerebral malaria. A double-blind trial in 100 comatose patients.,"D. Warrell, S. Looareesuwan, M. Warrell, P. Kasemsarn, R. Intaraprasert, D. Bunnag, et al.",New England Journal of Medicine,1982-02-11,461,9,113.64,Clinical Neurology and Neurodegeneration,human,Positions Dexamethasone proves deleterious in cerebral malaria. A double-blind trial in 100 comatose patients. within Clinical Neurology and Neurodegeneration.,high citation signal (461); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1056/NEJM198202113060601,da9eefd6736d4420b0d548dcdcc84fa1da6dd1db,https://doi.org/10.1056/NEJM198202113060601,,,JournalArticle; ClinicalTrial,unknown,cerebral,
50,1982,Extensive elongation of axons from rat brain into peripheral nerve grafts,"M. Benfey, A. Aguayo",Nature,1982-03-11,459,4,131.56,General Brain Science and Reviews,non-human,Positions Extensive elongation of axons from rat brain into peripheral nerve grafts within General Brain Science and Reviews.,high citation signal (459); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/296150A0,7fe7e6e9ddca6e36cda8e68eee39e734b30998fc,https://doi.org/10.1038/296150A0,,,JournalArticle,unknown,brain; brain in title,
51,1982,Sex and handedness differences in cerebral blood flow during rest and cognitive activity.,"R. Gur, R. Gur, W. Obrist, J. P. Hungerbuhler, D. Younkin, A. D. Rosen, et al.",Science,1982-08-13,451,13,124.05,General Brain Science and Reviews,,Positions Sex and handedness differences in cerebral blood flow during rest and cognitive activity. within General Brain Science and Reviews.,high citation signal (451); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.7089587,9b4a3aa78a2eb6b1ccfc09c6e64794db3e027f87,https://doi.org/10.1126/SCIENCE.7089587,,,JournalArticle,unknown,cerebral,
52,1982,Production of specific antisera and monoclonal antibodies to choline acetyltransferase: characterization and use for identification of cholinergic neurons.,"F. Eckenstein, H. Thoenen",EMBO Journal,1982-03-01,432,7,120.27,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Production of specific antisera and monoclonal antibodies to choline acetyltransferase: characterization and use for identification of cholinergic neurons. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (432); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/j.1460-2075.1982.tb01175.x,7de6bd94b73fe12db7bee101f90777d294c19352,https://doi.org/10.1002/j.1460-2075.1982.tb01175.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/j.1460-2075.1982.tb01175.x,,JournalArticle,unknown,neuron; neuroscience term,
53,1982,Evidence for sigma opioid receptor: binding of [3H]SKF-10047 to etorphine-inaccessible sites in guinea-pig brain.,T. Su,Journal of Pharmacology and Experimental Therapeutics,1982-11-01,430,10,128.39,General Brain Science and Reviews,non-human,A portion of the specific binding of tritiated SKF-10047 to the guinea-pig brain suspension of the particulate fraction is not inhibited by the strong narcotic analgesic l-etorphine.,high citation signal (430),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)33330-6,6dd23e79cd24ebb21e52492547e1aec634e0b0af,https://doi.org/10.1016/s0022-3565(25)33330-6,,,JournalArticle,unknown,brain; cortex; cerebellum; brain in title; neuroscience term,"A portion of the specific binding of tritiated SKF-10047 to the guinea-pig brain suspension of the particulate fraction is not inhibited by the strong narcotic analgesic l-etorphine. The binding properties of these etorphine-inaccessible (EI) sites were examined. The specific binding of [3H]SKF-10047 to the EI sites is saturable. Scatchard analysis of the saturation curve revealed a single class of binding sites with apparent Kd of 252 nM and an estimated Bmax of 663 fmol/mg of protein. The EI binding was reduced by heat treatment, trypsin digestion and phospholipase C digestion. The presence of sodium ions slightly increased specific EI binding. Lithium ion increased the EI binding by about 38% at the optimal concentration of 1 mM. Divalent cations such as Mg++, Ca++ and Mn++ reduced EI binding. Morphine-like drugs such as morphine, levorphanol and naltrexone were poor inhibitors for the EI binding, whereas opioid derivatives such as pentazocine, dextrallorphan, cyclazocine, SKF-10047 and dextrorphan were potent inhibitors. Nonopioid drugs such as haloperidol, imipramine, pimozide and propranolol were also potent inhibitors of the EI binding. Distribution of the EI sites in brain was different from that of the mu receptor: highest concentration of EI sites was found in brainstem, midbrain and cerebellum, whereas lower concentrations were found in striatum and cortex. It is suggested that EI sites are not mu receptors but may represent sigma receptors in the central nervous system, mediating psychotomimetic effects of several opioids and other drugs."
54,1982,The anatomy of brain stem pathways to the spinal cord in cat. A labeled amino acid tracing study.,"G. Holstege, H. Kuypers",Progress in Brain Research,1982,429,4,129.15,General Brain Science and Reviews,,Positions The anatomy of brain stem pathways to the spinal cord in cat. A labeled amino acid tracing study. within General Brain Science and Reviews.,high citation signal (429); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0079-6123(08)64128-X,2e9d484d05a9b056a710c7ad36410b9c2735b988,https://doi.org/10.1016/S0079-6123(08)64128-X,,,JournalArticle,unknown,brain; brain in title,
55,1982,Calculation of cerebral glucose phosphorylation from brain uptake of glucose analogs in vivo: a re-examination.,A. Gjedde,Brain Research,1982-06-01,427,28,131.06,General Brain Science and Reviews,,Positions Calculation of cerebral glucose phosphorylation from brain uptake of glucose analogs in vivo: a re-examination. within General Brain Science and Reviews.,high citation signal (427); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0165-0173(82)90018-2,a7b999ac0bd866ff516f00df8293f027aca96122,https://doi.org/10.1016/0165-0173(82)90018-2,,,JournalArticle,unknown,brain; cerebral; brain in title,
56,1982,Some effects of disconnecting the cerebral hemispheres.,R. Sperry,Science,1982-09-24,425,13,122.98,General Brain Science and Reviews,,Positions Some effects of disconnecting the cerebral hemispheres. within General Brain Science and Reviews.,high citation signal (425); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.7112125,8a498f9192b0baf680686512f79a7aa965bb3990,https://doi.org/10.1126/SCIENCE.7112125,,,JournalArticle,unknown,cerebral,
57,1982,Autoradiographic localization of adenosine receptors in rat brain using [3H]cyclohexyladenosine,"R. Goodman, S. Synder",Journal of Neuroscience,1982-09-01,421,5,147.01,"Cellular, Molecular, and Synaptic Neuroscience",non-human,Adenosine (A1) receptor binding sites have been localized in rat brain by an in vitro light microscopic autoradiographic method.,high citation signal (421); recognized venue; open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.02-09-01230.1982,0b191753a59d27e67924159e9a964b7f260e3929,https://doi.org/10.1523/JNEUROSCI.02-09-01230.1982,https://www.jneurosci.org/content/jneuro/2/9/1230.full.pdf,,JournalArticle,unknown,brain; cerebral; cortex; hippocampus; cerebellum; brain in title; neuroscience term,"Adenosine (A1) receptor binding sites have been localized in rat brain by an in vitro light microscopic autoradiographic method. The binding of [3H]N6-cyclohexyladenosine to slide-mounted rat brain tissue sections has the characteristics of A1 receptors. It is saturable with high affinity and has appropriate pharmacology and stereospecificity. The highest densities of adenosine receptors occur in the molecular layer of the cerebellum, the molecular and polymorphic layers of the hippocampus and dentate gyrus, the medial geniculate body, certain thalamic nuclei, and the lateral septum. High densities also are observed in certain layers of the cerebral cortex, the piriform cortex, the caudate-putamen, the nucleus accumbens, and the granule cell layer of the cerebellum. Most white matter areas, as well as certain gray matter areas, such as the hypothalamus, have negligible receptor concentrations. These localizations suggest possible central nervous system sites of action of adenosine."
