rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
33,1963,THE CELLULAR LOCATION OF ADENYL CYCLASE IN THE PIGEON ERYTHROCYTE.,"P. Davoren, E. Sutherland",Journal of Biological Chemistry,1963-09-01,258,0,106.22,Cognitive and Systems Neuroscience,non-human,"It has been reported by Sutherland, Rail, and Menon (1) that particulate preparations from a number of tissues, including pigeon erythrocytes, are able to synthesize adenosine 3') 5'-phosphate (cyclic 3',5'-AMP) when they are incubated in the presence of adenosine triphosphate and Mgff.",high citation signal (258); open-access PDF metadata,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)51860-3,808f3b0f7c967a3cbfc8d75447eae200aca68f14,https://doi.org/10.1016/s0021-9258(18)51860-3,https://doi.org/10.1016/s0021-9258(18)51860-3,,JournalArticle,unknown,brain,"It has been reported by Sutherland, Rail, and Menon (1) that particulate preparations from a number of tissues, including pigeon erythrocytes, are able to synthesize adenosine 3') 5'-phosphate (cyclic 3',5'-AMP) when they are incubated in the presence of adenosine triphosphate and Mgff. The name adenyl cyclase was proposed for the enzyme system catalyzing the synthesis. The adenyl cychse activity of rat liver homogenate sedimented at 1000 X g in the so-called ""nuclear"" fraction, and it was not associated with preparations of either mitochondria or microsomes. This ""nuclear"" fraction may have contained both nuclei and cell membranes (2, 3), and it was concluded that these two cell components were the principal candidates for the location of the adenyl cyclase (4). The pigeon erythrocyte was chosen for the present investigation because of its relatively simple intracellular structure and because it provided a uniformity of cell type not found in more organized tissues such as liver, brain, and muscle, where blood vessels, connective tissue, and a multiplicity of cell types occur. The work of Rajam and Jackson (2) and of Neville (3) shows that, under certain conditions of homogenization, both the nuclei and the cell membranes can be sedimented by centrifugation at low speed. The centrifugal behavior of a particle is determined by its inherent properties such as size, shape, and density; however, this behavior may be modified by the mechanical or other association of the particle with other cell components during centrifugation. It is probable that the sedimentation behavior of the membranes of pigeon erythrocytes, which were prepared by exposure of cells to hypotonic conditions, is due at least in part to the envelope of the cell collapsing around the heavy nucleus. Whether the simultaneous sedimentation of membranes and nuclei is due to their mechanical association or to the size of the membrane, it has been found that these two components can be separated effectively by utilizing a dispersion procedure which extensively fragments the membranes and yet does little damage to the nuclei. Disruption of cells by the use of a pestle homogenizer or of units such as the Waring Blendor has the basic disadvantage that it is difficult to control the disruptive force applied to the cells, and, furthermore, the contents of the broken cells are subjected to further disruption. For the present investigation a device was con-"
34,1963,CARDIAC OUTPUT AND REGIONAL BLOOD FLOW,P. Samet,Ulster medical journal,1963-05-01,238,0,101.78,Neuroimaging and Brain Mapping,non-human,"Walshe, iMl.D., D.Sc., F R.S. Tenth Edition.",high citation signal (238),"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0002-9149(63)90094-8,8d7277845edd5feba72ba682efd074141e07bc1c,https://doi.org/10.1016/0002-9149(63)90094-8,,,Review,unknown,brain,"Walshe, iMl.D., D.Sc., F R.S. Tenth Edition. (Pp. xii + 381; figs. 60. 35s.) Edinburgh and London: E. & S. Livin.gstone, 1963. THiE appeartanice of the tenth editioni of this textbook twenty-threc years since it was first published reflects its great pol)Ulllarity. The author alludes in the prefatce that its reviewers would probably not be drawn from the ranks of those to vholom the 1)ook is particularly directed, namely, students aind general practitioniers. I am certain that the book would have their enthusiastic aild grateful approval. It is clear and precise andl easy to read. One never hals the feeling that the many advances iii neiurology over the past couple of decades have been haphazard1ly iniserted but rattlher the text keeps a first edition freshness while being uI) to (late. As in the nintlh edition the author's son, I)r. Jolhn WValshe, las wx-ritten a competent chapter oII liver-brain relationships. All practitioners %vill gaiIn from readiIng this book aind I would hiiglhly recomiimenid it for senior medical studenits. It is vell produced at a reasonable price. L. J. H."
35,1963,BRAIN AMINES: RESPONSE TO PHYSIOLOGICAL STRESS.,"Jack D. Barchas, D. X. Freedman",Biochemical Pharmacology,1963-10-01,231,3,106.04,General Brain Science and Reviews,,Positions BRAIN AMINES: RESPONSE TO PHYSIOLOGICAL STRESS. within General Brain Science and Reviews.,high citation signal (231),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0006-2952(63)90101-1,ddf6fad6c3e9d8ccfad3c4df72ac35fbc59ab81b,https://doi.org/10.1016/0006-2952(63)90101-1,,,JournalArticle,unknown,brain; brain in title,
36,1963,BRAIN STEM ELECTRICAL ACTIVITY DURING DEEP SLEEP.,"Brooks Dc, E. Bizzi",Archives Italiennes de Biologie,1963-10-05,227,2,105.73,General Brain Science and Reviews,,Positions BRAIN STEM ELECTRICAL ACTIVITY DURING DEEP SLEEP. within General Brain Science and Reviews.,high citation signal (227),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,1ea894941a75eaea9b5da622c393ab2a0b04b565,https://www.semanticscholar.org/paper/1ea894941a75eaea9b5da622c393ab2a0b04b565,,,JournalArticle,unknown,brain; brain in title,
37,1963,ALTERATION OF THE FATTY ACID COMPOSITION OF BRAIN LIPIDS BY VARYING LEVELS OF DIETARY ESSENTIAL FATTY ACJDS *,"Hans Mohrhauer †, R. Holman",Journal of Neurochemistry,1963-07-01,217,2,106.12,General Brain Science and Reviews,non-human,Positions ALTERATION OF THE FATTY ACID COMPOSITION OF BRAIN LIPIDS BY VARYING LEVELS OF DIETARY ESSENTIAL FATTY ACJDS * within General Brain Science and Reviews.,high citation signal (217),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/J.1471-4159.1963.TB09855.X,52936d9ed593fdbf515a3d6f61d936a99b3abc60,https://doi.org/10.1111/J.1471-4159.1963.TB09855.X,,,JournalArticle,unknown,brain; brain in title,
38,1963,ELECTRICAL SELF-STIMULATION OF THE BRAIN IN MAN.,R. Heath,American Journal of Psychiatry,1963-12-01,216,6,106.04,General Brain Science and Reviews,stimulation,Positions ELECTRICAL SELF-STIMULATION OF THE BRAIN IN MAN. within General Brain Science and Reviews.,high citation signal (216),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1176/AJP.120.6.571,ea30a7c206c63b54054a1b37f8d3346c8098a004,https://doi.org/10.1176/AJP.120.6.571,,,JournalArticle,unknown,brain; brain in title,
39,1963,"Gamma-Hydroxybutyrate, a Normal Brain Metabolite","S. Bessman, W. Fishbein",Nature,1963-12-21,214,7,117.87,General Brain Science and Reviews,non-human,"Positions Gamma-Hydroxybutyrate, a Normal Brain Metabolite within General Brain Science and Reviews.",high citation signal (214); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/2001207A0,c20a8ce2ef1805f757801975a8c0a5464bb92f3c,https://doi.org/10.1038/2001207A0,,,JournalArticle,unknown,brain; brain in title,
40,1963,Projection to cerebral cortex of large muscle-spindle afferents in forelimb nerves of the cat,"O. Oscarsson, I. Rosén",Journal of Physiology,1963-12-01,213,1,109.59,General Brain Science and Reviews,,Positions Projection to cerebral cortex of large muscle-spindle afferents in forelimb nerves of the cat within General Brain Science and Reviews.,high citation signal (213); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1963.sp007305,ef0744eee8e8f4d63d65557471e947f845f4e395,https://doi.org/10.1113/jphysiol.1963.sp007305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1368809,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
41,1963,Does Undernutrition During Infancy Inhibit Brain Growth and Subsequent Intellectual Development?,"M. Stoch, P. Smythe",Archives of Disease in Childhood,1963-12-01,181,2,104.67,"Brain Development, Plasticity, and Connectomics",,"Positions Does Undernutrition During Infancy Inhibit Brain Growth and Subsequent Intellectual Development? within Brain Development, Plasticity, and Connectomics.",high citation signal (181); open-access PDF metadata,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/adc.38.202.546,f69ddcaccaed7b034945c883aec997969d161f96,https://doi.org/10.1136/adc.38.202.546,https://adc.bmj.com/content/archdischild/38/202/546.full.pdf,,JournalArticle,unknown,brain; brain in title,
42,1963,LACTATE DEHYDROGENASE AS A CYTOPLASMIC MARKER IN BRAIN.,"M. Johnson, V. P. Whittaker",Biochemical Journal,1963-09-01,181,0,104.67,General Brain Science and Reviews,,Positions LACTATE DEHYDROGENASE AS A CYTOPLASMIC MARKER IN BRAIN. within General Brain Science and Reviews.,high citation signal (181); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1042/BJ0880404,84cb385dd3acc0c6914e052016f3d8442aade830,https://doi.org/10.1042/BJ0880404,https://europepmc.org/articles/pmc1202192?pdf=render,,JournalArticle,unknown,brain; brain in title,
43,1963,Longitudinal conduction systems serving spinal and brain-stem coordination.,"M. Shimamura, R. Livingston",Journal of Neurophysiology,1963-03-01,181,1,101.67,General Brain Science and Reviews,,Positions Longitudinal conduction systems serving spinal and brain-stem coordination. within General Brain Science and Reviews.,high citation signal (181),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/JN.1963.26.2.258,97e36f03704d5419608901ec031a7212376270c6,https://doi.org/10.1152/JN.1963.26.2.258,,,JournalArticle,unknown,brain; brain in title,
44,1963,Circle of Willis in cerebral vascular disorders. The anatomical structure.,"B. J. Alpers, R. G. Berry",Archives of Neurology,1963-04-01,175,5,107.07,Clinical Neurology and Neurodegeneration,,Positions Circle of Willis in cerebral vascular disorders. The anatomical structure. within Clinical Neurology and Neurodegeneration.,high citation signal (175); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEUR.1963.00460040068006,6346af0651a42108fe4fcde0b5df2b0ff8c2f546,https://doi.org/10.1001/ARCHNEUR.1963.00460040068006,,,JournalArticle,unknown,cerebral,
45,1963,The specificity of the neuronal structure and topography of the reticular formation in the brain and spinal cord of carnivora,"T. A. Leontovich, G. P. Zhukova",The Journal of comparative neurology,1963-12-01,170,3,121.75,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions The specificity of the neuronal structure and topography of the reticular formation in the brain and spinal cord of carnivora within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (170); recognized venue,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901210305,5defab9e0a880f98fd2260245af1ee5e10b24b4d,https://doi.org/10.1002/cne.901210305,,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
46,1963,THE VISUAL CORTEX OF THE BRAIN.,D. Hubel,Scientific American,1963-11-01,167,3,108.23,Cognitive and Systems Neuroscience,,Positions THE VISUAL CORTEX OF THE BRAIN. within Cognitive and Systems Neuroscience.,high citation signal (167),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/SCIENTIFICAMERICAN1163-54,44c279afbaa4928a7ae8e18dabe93551ac772be3,https://doi.org/10.1038/SCIENTIFICAMERICAN1163-54,,,JournalArticle,unknown,brain; cortex; brain in title; neuroscience term,
47,1963,ANAEROBIC INFECTION OF THE BRAIN. OBSERVATIONS ON EIGHTEEN CONSECUTIVE CASES OF BRAIN ABSCESS.,"H. S. Heineman, A. Braude",American Journal of Medicine,1963-11-01,167,1,100.23,General Brain Science and Reviews,,Positions ANAEROBIC INFECTION OF THE BRAIN. OBSERVATIONS ON EIGHTEEN CONSECUTIVE CASES OF BRAIN ABSCESS. within General Brain Science and Reviews.,high citation signal (167),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0002-9343(63)90139-6,9d3a55ce35d1ef3530e2472264a4cc5870b9e1b8,https://doi.org/10.1016/0002-9343(63)90139-6,,,JournalArticle,unknown,brain; brain in title,
48,1963,ACTIVE PROCESSES IN THE BRAIN STEM DURING SLEEP.,G. Moruzzi,The Harvey lectures,1963,162,0,99.69,General Brain Science and Reviews,,Positions ACTIVE PROCESSES IN THE BRAIN STEM DURING SLEEP. within General Brain Science and Reviews.,high citation signal (162),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,0ba2c14912fd6f80d78590893b41cf4fedf75dfc,https://www.semanticscholar.org/paper/0ba2c14912fd6f80d78590893b41cf4fedf75dfc,,,Review; JournalArticle,unknown,brain; brain in title,
49,1963,THE METABOLISM OF [C14]NORADRENALINE BY CAT BRAIN IN VIVO *,"E. Mannarino, B. Nashold",Unknown venue,1963-05-01,162,1,99.69,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions THE METABOLISM OF [C14]NORADRENALINE BY CAT BRAIN IN VIVO * within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (162),"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1963.tb05052.x,ebf6b8a9e96780c2f0a3c4528d5e692745eb8423,https://doi.org/10.1111/j.1471-4159.1963.tb05052.x,,,paper,unknown,brain; brain in title,
50,1963,"FREE AMINO ACIDS AND RELATED COMPOUNDS IN DOG BRAIN: POST-MORTEM AND ANOXIC CHANGES, EFFECTS OF AMMONIUM CHLORIDE INFUSION, AND LEVELS DURING SEIZURES INDUCED BY PICROTOXIN AND BY PENTYLENETETRAZOL *","J. K. Tews, S. Carter, P. D. Roa, W. Stone",Journal of Neurochemistry,1963-09-01,161,0,99.58,General Brain Science and Reviews,,"Positions FREE AMINO ACIDS AND RELATED COMPOUNDS IN DOG BRAIN: POST-MORTEM AND ANOXIC CHANGES, EFFECTS OF AMMONIUM CHLORIDE INFUSION, AND LEVELS DURING SEIZURES INDUCED BY PICROTOXIN AND BY PENTYLENETETRAZOL * within General Brain Science and Reviews.",high citation signal (161),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1963.tb08936.x,0ea8466c21d409fa6382812eeb7a32d9e986ef9d,https://doi.org/10.1111/j.1471-4159.1963.tb08936.x,,,JournalArticle,unknown,brain; brain in title,
51,1963,MASSIVE CEREBRAL HEMORRHAGE. CLINICAL AND PATHOLOGICAL CORRELATIONS.,"N. Mutlu, R. G. Berry, B. J. Alpers",Archives of Neurology,1963-06-01,157,0,106.33,Clinical Neurology and Neurodegeneration,human,Positions MASSIVE CEREBRAL HEMORRHAGE. CLINICAL AND PATHOLOGICAL CORRELATIONS. within Clinical Neurology and Neurodegeneration.,high citation signal (157); recognized venue; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEUR.1963.00460060074008,09ddcc82875250fe2bb00d9c2feb734127e88a9c,https://doi.org/10.1001/ARCHNEUR.1963.00460060074008,,,JournalArticle,unknown,cerebral,
52,1963,"CONCENTRATION OF NOREPINEPHRINE, SEROTONIN, AND HISTAMINE, AND OF AMINE-METABOLIZING ENZYMES IN MAMMALIAN ADIPOSE TISSUE.","K. Stock, E. Westermann",Journal of Lipid Research,1963-07-01,151,0,97.83,"EEG, MEG, and Electrophysiology",EEG;non-human,"The norepinephrine content of adipose tissue is shown to be very different in various animal species and different sites of origin, ranging from 0.03-1.4 μg/g.",high citation signal (151); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S0022-2275(20)40306-2,d5f11c59b18ea69045fba33c6bd277740137d487,https://doi.org/10.1016/S0022-2275(20)40306-2,https://doi.org/10.1016/s0022-2275(20)40306-2,,JournalArticle,unknown,brain,"The norepinephrine content of adipose tissue is shown to be very different in various animal species and different sites of origin, ranging from 0.03-1.4 μg/g. Adipose tissue also contains considerable amounts of serotonin (0.01-1.04 μg/g) and histamine (0.1-13.6 μ/g). Changes in the norepinephrine content of adipose tissue after the injection of either reserpine analogues or monoamine oxidase inhibitors followed a pattern similar to that found in the heart and brain, indicating that the storage mechanism in these organs is basically the same. In contrast to norepinephrine, serotonin in adipose tissue is rather resistant toward depletion by reserpine. Adipose tissue also contains monoamine oxidase and catechol-O-methyl-transferase activity, which are usually highest in tissues also rich in norepinephrine."
53,1963,Effect of Undercutting on the Acetylcholinesterase and Choline Acetyltransferase Activity in the Cat's Cerebral Cortex,"C. Hebb, K. Krnjević, A. Silver",Nature,1963-05-01,145,0,114.7,General Brain Science and Reviews,,Positions Effect of Undercutting on the Acetylcholinesterase and Choline Acetyltransferase Activity in the Cat's Cerebral Cortex within General Brain Science and Reviews.,high citation signal (145); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/198692A0,579fba8e1280f6888adb38bb691e05b79362703b,https://doi.org/10.1038/198692A0,https://www.nature.com/articles/198692a0.pdf,,paper,unknown,cerebral; cortex; neuroscience term,
54,1963,The anatomy of the cerebral circulation of the sheep and ox. The dynamic distribution of the blood supplied by the carotid and vertebral arteries to cranial regions.,"B. Baldwin, F. Bell",Journal of Anatomy,1963-04-01,144,2,91.58,General Brain Science and Reviews,,Positions The anatomy of the cerebral circulation of the sheep and ox. The dynamic distribution of the blood supplied by the carotid and vertebral arteries to cranial regions. within General Brain Science and Reviews.,high citation signal (144),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,4fe4cb6a378602af6f4ac89dacb819f9b607c470,https://www.semanticscholar.org/paper/4fe4cb6a378602af6f4ac89dacb819f9b607c470,,,JournalArticle,unknown,cerebral,
55,1963,Pharmacologic basis for the increased sensitivity of the newborn rat to morphine.,"H. Kupferberg, E. Way",Journal of Pharmacology and Experimental Therapeutics,1963-07-01,141,2,92.4,General Brain Science and Reviews,non-human,The toxicity of intraperitoneally injected morphine in newborn rats was determined and found to decrease with age.,high citation signal (141),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)26583-1,e98d6db81e19aace6ef8088421e3da54c5f40132,https://doi.org/10.1016/s0022-3565(25)26583-1,,,JournalArticle,unknown,brain,"The toxicity of intraperitoneally injected morphine in newborn rats was determined and found to decrease with age. The greatest change occurred between the ages of 16 to 32 days; the LD50 for the 32-day-old rat was found to be nearly 4-fold that of the 16-day-old. Some differences in the ability to excrete and conjugate morphine in the 16- and the 32-day-old rat were noted but these variations were not directly correlated to toxicity. The brain levels of free morphine at various time intervals were found to be two to four times greater in 16-day-old rats than in the 32-day-old after equal doses based on weight. When equal toxic doses were given, maximum brain levels were approximately the same. It is concluded that the toxicity of morphine is related to brain concentrations and that the change in sensitivity to morphine with age can be correlated primarily with a change in permeability of the brain to morphine."
56,1963,Physiological significance of sulci in somatic sensory cerebral cortex in mammals of the family procyonidae,"W. Welker, G. B. Campos",The Journal of comparative neurology,1963-02-01,137,5,111.89,Clinical Neurology and Neurodegeneration,non-human,Positions Physiological significance of sulci in somatic sensory cerebral cortex in mammals of the family procyonidae within Clinical Neurology and Neurodegeneration.,high citation signal (137); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901200103,7abd78e4acf7b046e028d863de02cd8cd6070283,https://doi.org/10.1002/cne.901200103,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
57,1963,The relation of simple response time to brain-wave frequency and the effects of age.,W. Surwillo,Electroencephalography and Clinical Neurophysiology,1963-02-01,136,3,98.96,"EEG, MEG, and Electrophysiology",EEG;human,"Positions The relation of simple response time to brain-wave frequency and the effects of age. within EEG, MEG, and Electrophysiology.",high citation signal (136); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0013-4694(63)90043-9,f29a8b2d5007af56adc7dd133215d51ee7b26ba7,https://doi.org/10.1016/0013-4694(63)90043-9,,,JournalArticle,unknown,brain; brain in title,
58,1963,The Waking Brain.,L. Bach,Unknown venue,1963-10-19,135,5,96.43,General Brain Science and Reviews,,Positions The Waking Brain. within General Brain Science and Reviews.,high citation signal (135),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1963.03710030115034,09eef6267cef5418ca5d01ab1e1b6600b1aee2bf,https://doi.org/10.1001/JAMA.1963.03710030115034,,,paper,unknown,brain; brain in title,
59,1963,ACTIVE TRANSPORT OF AMINO ACID INTO CEREBRAL CORTEX SLICES *,"Y. Tsukada, Y. Nagata, T. Matsutani",Journal of Neurochemistry,1963-04-01,132,0,98.03,General Brain Science and Reviews,,Positions ACTIVE TRANSPORT OF AMINO ACID INTO CEREBRAL CORTEX SLICES * within General Brain Science and Reviews.,high citation signal (132),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1963.tb05040.x,ebc408085aba3a0cf0481ad789ddd2ac803a04b9,https://doi.org/10.1111/j.1471-4159.1963.tb05040.x,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
60,1963,Sensory representation in the cerebral cortex of the opossum (Didelphis virginiana),R. Lende,The Journal of comparative neurology,1963-12-01,130,3,110.95,Clinical Neurology and Neurodegeneration,non-human,Positions Sensory representation in the cerebral cortex of the opossum (Didelphis virginiana) within Clinical Neurology and Neurodegeneration.,high citation signal (130); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901210307,6155f5d69d054a79a9d8bb3a27df07a92b649cd3,https://doi.org/10.1002/cne.901210307,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
61,1963,Neoplasms of the reticuloendothelial system of the brain,"Stephen D. Burstein, J. Kernohan, A. Uihlein",Cancer,1963-03-01,130,2,98.75,General Brain Science and Reviews,,Positions Neoplasms of the reticuloendothelial system of the brain within General Brain Science and Reviews.,high citation signal (130); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/1097-0142(196303)16:3<289::AID-CNCR2820160304>3.0.CO;2-Z,59f2fc4765682e935be57c8ae43fdca8e8fdb271,https://doi.org/10.1002/1097-0142(196303)16:3<289::AID-CNCR2820160304>3.0.CO;2-Z,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/1097-0142%28196303%2916%3A3%3C289%3A%3AAID-CNCR2820160304%3E3.0.CO%3B2-Z,,JournalArticle,unknown,brain; brain in title,
62,1963,Purdue Pegboard as a predictor of the presence and laterality of cerebral lesions.,"L. D. Costa, H. Vaughan, E. Levita, N. Farber",Journal of Consulting Psychology,1963-04-01,128,1,89.48,General Brain Science and Reviews,,Positions Purdue Pegboard as a predictor of the presence and laterality of cerebral lesions. within General Brain Science and Reviews.,high citation signal (128),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1037/H0040737,07a4cd9f6b421bf76f25d55f42726359149f3a81,https://doi.org/10.1037/H0040737,,,JournalArticle; Review,unknown,cerebral,
63,1963,Edema and Necrosis in Experimental Cerebral Infarction,"F. Plum, J. Posner, E. Alvord",Unknown venue,1963-12-01,126,2,89.2,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Edema and Necrosis in Experimental Cerebral Infarction within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (126),"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEUR.1963.00460120013001,04305bad67141f59e1ac49397c754651c9a30f66,https://doi.org/10.1001/ARCHNEUR.1963.00460120013001,,,paper,unknown,cerebral,
